name,symbol,country,industry,Market Capitalization,Total Revenue ,Shares Outstanding (mm)
Paramount Bed Holdings Co. Ltd. ,7817.TSE,Japan,Health Care Equipment,918,696,58
Star Asia Investment Corporation ,3468.TSE,Japan,Diversified REITs,918,100,2
Kura SushiInc. ,2695.TSE,Japan,Restaurants,917,1431,40
Mitsuboshi Belting Ltd. ,5192.TSE,Japan,Industrial Machinery and Supplies and Components,916,573,28
GC Biopharma Corp. ,006280.KO,South Korea,Biotechnology,916,1255,11
Goldsun Building Materials Co. Ltd. ,2504.TW,Taiwan,Construction Materials,916,686,1177
JTOWER Inc. ,4485.TSE,Japan,Integrated Telecommunication Services,912,43,22
Daejoo Electronic Materials Co. Ltd. ,078600.KQ,South Korea,Electronic Components,912,122,15
Wemade Co.Ltd. ,112040.KQ,South Korea,Interactive Home Entertainment,911,362,34
Fuso Chemical Co.Ltd. ,4368.TSE,Japan,Specialty Chemicals,911,447,35
Kato Sangyo Co. Ltd. ,9869.TSE,Japan,Food Distributors,911,7484,34
CKD Corporation ,6407.TSE,Japan,Industrial Machinery and Supplies and Components,910,1068,67
Hyosung Corporation ,004800.KO,South Korea,Industrial Conglomerates,910,2727,20
Mezzion Pharma Co.Ltd. ,140410.KQ,South Korea,Pharmaceuticals,908,24,30
Sunonwealth Electric Machine Industry Co. Ltd. ,2421.TW,Taiwan,Industrial Machinery and Supplies and Components,908,443,251
Kumiai Chemical Industry Co. Ltd. ,4996.TSE,Japan,Fertilizers and Agricultural Chemicals,907,1192,120
Global Brands Manufacture Ltd. ,6191.TW,Taiwan,Electronic Components,906,750,471
Nippon Densetsu Kogyo Co. Ltd. ,1950.TSE,Japan,Construction and Engineering,904,1212,62
KOMEDA Holdings Co. Ltd. ,3543.TSE,Japan,Restaurants,903,282,46
SIMMTECH Co. Ltd. ,222800.KQ,South Korea,Semiconductor Materials and Equipment,901,957,32
Ferrotec Holdings Corporation ,6890.TSE,Japan,Semiconductor Materials and Equipment,901,1519,47
Lotte Chilsung Beverage Co. Ltd. ,005300.KO,South Korea,Soft Drinks and Non-alcoholic Beverages,896,2224,10
Chudenko Corporation ,1941.TSE,Japan,Construction and Engineering,895,1322,55
POSCO M-TECH Co. Ltd. ,009520.KQ,South Korea,Steel,893,246,42
Tsuburaya Fields Holdings Inc. ,2767.TSE,Japan,Leisure Products,892,963,65
H.I.S. Co. Ltd. ,9603.TSE,Japan,Hotels Resorts and Cruise Lines,889,1455,74
Maruha Nichiro Corporation ,1333.TSE,Japan,Packaged Foods and Meats,886,7184,51
Universal Vision Biotechnology Co. Ltd. ,3218.TWO,Taiwan,Health Care Services,884,125,85
Kaken Pharmaceutical Co. Ltd. ,4521.TSE,Japan,Pharmaceuticals,884,505,38
