symbol,name,country,industry,shares,currency,indicies
1708.TW,Sesoda Corporation,Taiwan,Fertilizers and Agricultural Chemicals,"249,002,000",TWD,[]
8410.TSE,Seven Bank Ltd.,Japan,Regional Banks,"1,175,330,048",JPY,[]
056190.KQ,SFA Engineering Corporation,South Korea,Industrial Machinery and Supplies and Components,"35,908,760",KRW,[]
036540.KQ,SFA Semicon Co. Ltd.,South Korea,Semiconductors,"164,460,303",KRW,[]
3198.TSE,SFP Holdings Co. Ltd.,Japan,Restaurants,"25,788,300",JPY,[]
005090.KO,SGC Energy Co.Ltd.,South Korea,Electric Utilities,"14,677,004",KRW,[]
2029.TW,Sheng Yu Steel Co. Ltd.,Taiwan,Steel,"321,180,000",TWD,[]
3305.TW,Shenmao Technology Inc,Taiwan,Industrial Machinery and Supplies and Components,"131,499,000",TWD,[]
6957.TSE,Shibaura Electronics Co.Ltd.,Japan,Electronic Components,"7,588,160",JPY,[tech-100]
6104.TSE,Shibaura Machine Co.Ltd.,Japan,Industrial Machinery and Supplies and Components,"24,162,500",JPY,[]
6340.TSE,Shibuya Corporation,Japan,Industrial Machinery and Supplies and Components,"27,667,100",JPY,[]
3697.TSE,SHIFT Inc.,Japan,IT Consulting and Other Services,"17,635,200",JPY,[]
1503.TW,Shihlin Electric & Engineering Corp.,Taiwan,Heavy Electrical Equipment,"520,972,000",TWD,[]
1903.TW,Shihlin Paper Corporation,Taiwan,Paper Products,"260,039,008",TWD,[]
9507.TSE,Shikoku Electric Power Company Incorporated,Japan,Electric Utilities,"205,647,008",JPY,[]
4099.TSE,Shikoku Kasei Holdings Corp,Japan,Diversified Chemicals,"50,666,700",JPY,[]
6222.TSE,Shima Seiki Mfg.Ltd.,Japan,Industrial Machinery and Supplies and Components,"34,515,000",JPY,[]
8227.TSE,SHIMAMURA Co. Ltd.,Japan,Apparel Retail,"36,752,000",JPY,[consumer-50]
1803.TSE,Shimizu Corporation,Japan,Construction and Engineering,"731,385,984",JPY,[]
9926.TW,Shin Hai Gas Corporation,Taiwan,Gas Utilities,"179,504,000",TWD,[]
243840.KQ,Shin Heung Energy & Electronics Co.Ltd.,South Korea,Electrical Components and Equipment,"7,763,229",KRW,[]
1952.TSE,Shin Nippon Air Technologies Co. Ltd.,Japan,Building Products,"23,362,200",JPY,[]
2395.TSE,Shin Nippon Biomedical Laboratories Ltd.,Japan,Life Sciences Tools and Services,"41,631,900",JPY,[]
3376.TW,Shin Zu Shing Co. Ltd.,Taiwan,Industrial Machinery and Supplies and Components,"187,748,000",TWD,[]
7970.TSE,Shin-Etsu Polymer Co.Ltd.,Japan,Commodity Chemicals,"80,932,496",JPY,[]
5351.TSE,Shinagawa Refractories Co. Ltd.,Japan,Construction Materials,"46,786,800",JPY,[]
6806.TW,Shinfox Energy Co. Ltd.,Taiwan,Renewable Electricity,"216,150,000",TWD,[]
8908.TWO,ShinHsiung Natural Gas Inc.,Taiwan,Gas Utilities,"257,700,992",TWD,[]
5531.TW,Shining Building Business Co.Ltd.,Taiwan,Real Estate Development,"977,588,992",TWD,[]
6967.TSE,Shinko Electric Industries Co. Ltd.,Japan,Semiconductors,"135,106,000",JPY,[]
8141.TSE,Shinko Shoji Co. Ltd.,Japan,Technology Distributors,"33,077,600",JPY,[]
2850.TW,Shinkong Insurance Co. Ltd.,Taiwan,Property and Casualty Insurance,"315,963,008",TWD,[]
1409.TW,Shinkong Synthetic Fibers Corporation,Taiwan,Commodity Chemicals,"1,613,730,048",TWD,[]
1419.TW,Shinkong Textile Co. Ltd.,Taiwan,Textiles,"299,236,992",TWD,[]
7224.TSE,ShinMaywa Industries Ltd.,Japan,Construction Machinery and Heavy Transportation Equipment,"65,912,200",JPY,[]
1879.TSE,Shinnihon Corporation,Japan,Construction and Engineering,"58,489,900",JPY,[]
031430.KO,Shinsegae International Co. Ltd.,South Korea,Apparel Retail,"35,700,000",KRW,[consumer-50]
8075.TSE,Shinsho Corporation,Japan,Trading Companies and Distributors,"8,799,870",JPY,[]
065350.KQ,Shinsung Delta Tech Co.Ltd.,South Korea,Electrical Components and Equipment,"27,483,948",KRW,[]
1773.TW,Shiny Chemical Industrial Co. Ltd.,Taiwan,Specialty Chemicals,"250,000,000",TWD,[]
001720.KO,Shinyoung Securities Co. Ltd.,South Korea,Investment Banking and Brokerage,"9,386,237",KRW,[]
3360.TSE,Ship Healthcare Holdings Inc.,Japan,Health Care Distributors,"94,350,200",JPY,[]
5831.TSE,Shizuoka Financial GroupInc.,Japan,Regional Banks,"554,427,008",JPY,[]
9543.TSE,Shizuoka Gas Co. Ltd.,Japan,Gas Utilities,"74,150,000",JPY,[]
1414.TSE,SHO-BOND Holdings Co.Ltd.,Japan,Construction and Engineering,"52,628,900",JPY,[]
9601.TSE,Shochiku Co. Ltd.,Japan,Movies and Entertainment,"13,736,500",JPY,[entertainment-100]
7839.TSE,Shoei Co. Ltd.,Japan,Automotive Parts and Equipment,"53,544,200",JPY,[]
8079.TSE,Shoei Foods Corporation,Japan,Food Distributors,"16,836,700",JPY,[]
7979.TSE,Shofu Inc.,Japan,Health Care Supplies,"17,719,900",JPY,[]
2004.TSE,Showa Sangyo Co. Ltd.,Japan,Packaged Foods and Meats,"33,446,100",JPY,[]
6088.TSE,SIGMAXYZ Holdings Inc.,Japan,Research and Consulting Services,"44,483,200",JPY,[]
6257.TW,Sigurd Microelectronics Corporation,Taiwan,Semiconductors,"456,740,992",TWD,[]
7613.TSE,SIIX Corporation,Japan,Electronic Manufacturing Services,"47,073,900",JPY,[tech-100]
2363.TW,Silicon Integrated Systems Corp.,Taiwan,Semiconductors,"749,588,992",TWD,[]
257720.KQ,SILICON2 Co. Ltd.,South Korea,Distributors,"60,331,084",KRW,[]
215600.KQ,SillaJen Inc.,South Korea,Biotechnology,"102,867,125",KRW,[]
4373.TSE,Simplex Holdings Inc.,Japan,IT Consulting and Other Services,"57,421,400",JPY,[]
6121.TWO,Simplo Technology Co. Ltd.,Taiwan,Electronic Components,"184,970,000",TWD,[tech-100]
8132.TSE,Sinanen Holdings Co. Ltd.,Japan,Oil and Gas Refining and Marketing,"10,936,600",JPY,[]
3023.TW,SINBON Electronics Co. Ltd.,Taiwan,Electronic Components,"239,056,000",TWD,[tech-100]
2605.TW,Sincere Navigation Corporation,Taiwan,Marine Transportation,"585,353,024",TWD,[]
6507.TSE,Sinfonia Technology Co.Ltd.,Japan,Heavy Electrical Equipment,"28,196,100",JPY,[]
6458.TSE,Sinko Industries Ltd.,Japan,Building Products,"24,985,300",JPY,[]
1712.TW,Sinon Corporation,Taiwan,Fertilizers and Agricultural Chemicals,"420,492,000",TWD,[]
6339.TSE,SintokogioLtd.,Japan,Industrial Machinery and Supplies and Components,"52,353,400",JPY,[]
9940.TW,Sinyi Realty Inc.,Taiwan,Real Estate Services,"736,846,976",TWD,[]
8016.TW,Sitronix Technology Corporation,Taiwan,Semiconductors,"119,531,000",TWD,[]
326030.KO,SK Biopharmaceuticals Co. Ltd.,South Korea,Pharmaceuticals,"78,313,250",KRW,[]
302440.KO,SK bioscience Co.Ltd.,South Korea,Biotechnology,"76,784,046",KRW,[]
285130.KO,SK Chemicals Co.Ltd,South Korea,Commodity Chemicals,"17,253,783",KRW,[]
210980.KO,SK D&D Co. Ltd.,South Korea,Real Estate Development,"22,190,164",KRW,[]
006120.KO,SK Discovery Co. Ltd.,South Korea,Oil and Gas Storage and Transportation,"19,037,855",KRW,[]
018670.KO,SK Gas Co. Ltd.,South Korea,Oil and Gas Storage and Transportation,"9,230,244",KRW,[]
361610.KO,SK IE Technology Co. Ltd.,South Korea,Specialty Chemicals,"71,297,592",KRW,[]
4628.TSE,Sk Kaken Co.Ltd.,Japan,Specialty Chemicals,"13,483,900",JPY,[]
001740.KO,SK Networks Company Limited,South Korea,Trading Companies and Distributors,"235,778,265",KRW,[]
100090.KO,SK oceanplant Co.Ltd,South Korea,Construction Machinery and Heavy Transportation Equipment,"59,195,568",KRW,[]
068400.KO,SK Rent A Car Co. Ltd,South Korea,Passenger Ground Transportation,"47,285,840",KRW,[consumer-50]
402340.KO,SK Square Co. Ltd.,South Korea,Industrial Conglomerates,"141,467,571",KRW,[]
011790.KO,SKC Co. Ltd.,South Korea,Commodity Chemicals,"37,868,298",KRW,[]
9412.TSE,SKY Perfect JSAT Holdings Inc.,Japan,Cable and Satellite,"290,644,992",JPY,[]
3197.TSE,Skylark Holdings Co. Ltd.,Japan,Restaurants,"227,502,000",JPY,[]
9204.TSE,Skymark Airlines Inc.,Japan,Passenger Airlines,"60,329,400",JPY,[consumer-50]
005850.KO,SL Corporation,South Korea,Automotive Parts and Equipment,"46,448,520",KRW,[]
4431.TSE,Smaregi Inc.,Japan,Application Software,"19,152,300",JPY,[tech-100]
2175.TSE,SMS Co. Ltd.,Japan,Human Resource and Employment Services,"87,559,000",JPY,[]
7816.TSE,Snow Peak Inc.,Japan,Leisure Products,"37,808,400",JPY,[consumer-50]
064960.KO,SNT Motiv Co. Ltd.,South Korea,Automotive Parts and Equipment,"14,623,136",KRW,[]
403550.KO,SOCAR Inc.,South Korea,Passenger Ground Transportation,"32,788,277",KRW,[consumer-50]
6526.TSE,Socionext Inc.,Japan,Semiconductors,"35,489,281",JPY,[]
6143.TSE,Sodick Co. Ltd.,Japan,Industrial Machinery and Supplies and Components,"50,741,100",JPY,[]
9434.TSE,SoftBank Corp.,Japan,Wireless Telecommunication Services,"4,735,810,048",JPY,[]
3371.TSE,Softcreate Holdings Corp.,Japan,IT Consulting and Other Services,"25,056,000",JPY,[]
3733.TSE,Software Service Inc.,Japan,Health Care Technology,"5,229,460",JPY,[]
1785.TWO,Solar Applied Materials Technology Corporation,Taiwan,Specialty Chemicals,"596,606,976",TWD,[]
6197.TSE,Solasto Corporation,Japan,Health Care Services,"94,452,304",JPY,[]
050890.KQ,SOLiD Inc.,South Korea,Communications Equipment,"61,221,640",KRW,[tech-100]
248070.KO,Solum Co. Ltd.,South Korea,Electronic Components,"50,005,551",KRW,[tech-100]
336370.KO,Solus Advanced Materials Co. Ltd.,South Korea,Electronic Components,"35,111,195",KRW,[tech-100]
004430.KO,Songwon Industrial Co. Ltd.,South Korea,Specialty Chemicals,"24,000,000",KRW,[]
5471.TW,Sonix Technology Co.Ltd.,Taiwan,Semiconductors,"167,876,992",TWD,[]
4565.TSE,Sosei Group Corporation,Japan,Pharmaceuticals,"82,336,496",JPY,[]
9003.TSE,Sotetsu Holdings Inc.,Japan,Rail Transportation,"97,975,504",JPY,[]
357780.KQ,Soulbrain Co. Ltd.,South Korea,Specialty Chemicals,"7,778,566",KRW,[]
036830.KQ,Soulbrain Holdings Co. Ltd.,South Korea,Specialty Chemicals,"20,964,056",KRW,[]
1110.TW,Southeast Cement Corp. Ltd.,Taiwan,Construction Materials,"569,886,976",TWD,[]
005610.KO,SPC Samlip Co. Ltd.,South Korea,Packaged Foods and Meats,"8,629,009",KRW,[]
5457.TWO,Speed Tech Corp.,Taiwan,Electronic Components,"170,850,000",TWD,[tech-100]
4499.TSE,Speee Inc.,Japan,Internet Services and Infrastructure,"10,465,900",JPY,[tech-100]
058610.KQ,SPG Co. Ltd.,South Korea,Electrical Components and Equipment,"22,177,360",KRW,[]
6146.TWO,Sporton International Inc.,Taiwan,Research and Consulting Services,"101,867,000",TWD,[]
2980.TSE,SRE Holdings Corporation,Japan,Diversified Real Estate Activities,"16,179,600",JPY,[]
8163.TSE,SRS Holdings Co.Ltd.,Japan,Restaurants,"41,350,800",JPY,[]
003410.KO,SsangYong C&E Co. Ltd.,South Korea,Construction Materials,"503,859,595",KRW,[]
237690.KQ,ST Pharm Co.Ltd.,South Korea,Life Sciences Tools and Services,"18,808,775",KRW,[]
1565.TWO,St.Shine Optical Co.Ltd.,Taiwan,Health Care Supplies,"50,416,500",TWD,[]
1720.TW,Standard Chemical & Pharmaceutical Co. Ltd.,Taiwan,Pharmaceuticals,"178,696,000",TWD,[]
1227.TW,Standard Foods Corporation,Taiwan,Packaged Foods and Meats,"908,419,968",TWD,[]
6923.TSE,Stanley Electric Co. Ltd.,Japan,Automotive Parts and Equipment,"164,028,992",JPY,[]
7718.TSE,Star Micronics Co. Ltd.,Japan,Industrial Machinery and Supplies and Components,"37,215,300",JPY,[]
2480.TW,Stark Technology Inc.,Taiwan,Technology Distributors,"106,360,000",TWD,[]
2646.TWO,STARLUX Airlines Co. Ltd.,Taiwan,Passenger Airlines,"2,088,735,000",TWD,[consumer-50]
8850.TSE,Starts Corporation Inc.,Japan,Diversified Real Estate Activities,"49,667,200",JPY,[]
8043.TSE,Starzen Company Limited,Japan,Packaged Foods and Meats,"19,398,900",JPY,[]
052020.KQ,STCube Inc.,South Korea,Technology Distributors,"46,278,501",KRW,[]
4109.TSE,Stella Chemifa Corporation,Japan,Diversified Chemicals,"12,028,100",JPY,[]
4599.TSE,StemRIM,Japan,Biotechnology,"60,767,300",JPY,[]
6196.TSE,Strike CompanyLimited,Japan,Investment Banking and Brokerage,"19,140,700",JPY,[]
011810.KO,STX Corporation,South Korea,Trading Companies and Distributors,"23,657,927",KRW,[]
077970.KO,STX Engine Co.Ltd.,South Korea,Construction Machinery and Heavy Transportation Equipment,"23,008,904",KRW,[]
7649.TSE,Sugi Holdings Co.Ltd.,Japan,Drug Retail,"60,316,500",JPY,[consumer-50]
357550.KQ,Sukgyung AT Co. Ltd.,South Korea,Specialty Chemicals,"5,455,000",KRW,[]
6817.TSE,Sumida Corporation,Japan,Electronic Components,"32,628,600",JPY,[tech-100]
4203.TSE,Sumitomo Bakelite Company Limited,Japan,Specialty Chemicals,"46,646,000",JPY,[]
1949.TSE,Sumitomo Densetsu Co.Ltd.,Japan,Construction and Engineering,"35,405,800",JPY,[]
1911.TSE,Sumitomo Forestry Co. Ltd.,Japan,Homebuilding,"204,536,000",JPY,[]
6302.TSE,Sumitomo Heavy Industries Ltd.,Japan,Industrial Machinery and Supplies and Components,"122,495,000",JPY,[]
1821.TSE,Sumitomo Mitsui Construction Co.Ltd.,Japan,Construction and Engineering,"156,492,992",JPY,[]
5232.TSE,Sumitomo Osaka Cement Co. Ltd.,Japan,Construction Materials,"34,253,500",JPY,[]
5191.TSE,Sumitomo Riko Company Limited,Japan,Automotive Parts and Equipment,"103,825,000",JPY,[]
5110.TSE,Sumitomo Rubber Industries Ltd.,Japan,Tires and Rubber,"263,008,000",JPY,[]
4008.TSE,Sumitomo Seika Chemicals Company Limited.,Japan,Specialty Chemicals,"13,499,500",JPY,[]
8934.TSE,Sun Frontier Fudousan Co. Ltd.,Japan,Diversified Real Estate Activities,"48,646,100",JPY,[]
4053.TSE,Sun* Inc.,Japan,IT Consulting and Other Services,"38,055,800",JPY,[]
9989.TSE,Sundrug Co.Ltd.,Japan,Drug Retail,"116,924,000",JPY,[consumer-50]
014620.KQ,Sung Kwang Bend Co.Ltd.,South Korea,Building Products,"28,600,000",KRW,[]
365340.KQ,SungEel HiTech Co. Ltd.,South Korea,Environmental and Facilities Services,"12,016,200",KRW,[]
015750.KQ,Sungwoo Hitech Co. Ltd.,South Korea,Automotive Parts and Equipment,"80,000,000",KRW,[]
4728.TWO,Sunmax Biotechnology Co. Ltd.,Taiwan,Biotechnology,"54,463,000",TWD,[]
8341.TW,Sunny Friend Environmental Technology Co. Ltd.,Taiwan,Environmental and Facilities Services,"130,000,000",TWD,[]
2421.TW,Sunonwealth Electric Machine Industry Co. Ltd.,Taiwan,Industrial Machinery and Supplies and Components,"250,930,000",TWD,[]
2401.TW,Sunplus Technology Company Limited,Taiwan,Semiconductors,"588,435,008",TWD,[]
2387.TW,Sunrex Technology Corporation,Taiwan,Technology Hardware Storage and Peripherals,"193,000,992",TWD,[]
9229.TSE,Sunwels Co.Ltd.,Japan,Health Care Facilities,"29,883,300",JPY,[]
1563.TWO,SuperAlloy Industrial Co. Ltd.,Taiwan,Automotive Parts and Equipment,"214,255,140",TWD,[]
8112.TW,Supreme Electronics Co. Ltd.,Taiwan,Technology Distributors,"495,496,000",TWD,[]
8358.TSE,Suruga Bank Ltd.,Japan,Regional Banks,"219,914,000",JPY,[]
9987.TSE,Suzuken Co. Ltd.,Japan,Health Care Distributors,"82,731,904",JPY,[]
3708.TW,Swancor Holding Co. LTD.,Taiwan,Specialty Chemicals,"97,846,096",TWD,[]
1582.TW,Syncmold Enterprise Corp.,Taiwan,Electronic Components,"123,726,000",TWD,[tech-100]
4114.TWO,Synmosa Biopharma Corporation,Taiwan,Pharmaceuticals,"385,000,000",TWD,[]
2317.TSE,Systena Corporation,Japan,Application Software,"387,440,992",JPY,[tech-100]
6214.TW,Systex Corporation,Taiwan,IT Consulting and Other Services,"250,892,992",TWD,[]
3738.TSE,T-Gaia Corporation,Japan,Computer and Electronics Retail,"55,791,700",JPY,[consumer-50]
117730.KQ,T-Robotics.Co.Ltd.,South Korea,Industrial Machinery and Supplies and Components,"16,495,856",KRW,[]
4958.TSE,T. Hasegawa Co. Ltd.,Japan,Specialty Chemicals,"41,145,300",JPY,[]
340570.KQ,T&L Co. Ltd.,South Korea,Health Care Supplies,"8,128,000",KRW,[]
2636.TW,T3EX Global Holdings Corp.,Taiwan,Air Freight and Logistics,"136,960,992",TWD,[]
2027.TW,Ta Chen Stainless Pipe Co. Ltd.,Taiwan,Steel,"2,143,910,016",TWD,[]
1609.TW,Ta Ya Electric Wire & Cable Co. Ltd.,Taiwan,Electrical Components and Equipment,"683,432,000",TWD,[]
7239.TSE,TACHI-S Co. Ltd.,Japan,Automotive Parts and Equipment,"34,245,800",JPY,[]
8159.TSE,Tachibana Eletech Co. Ltd.,Japan,Technology Distributors,"24,292,800",JPY,[]
6395.TSE,Tadano Ltd.,Japan,Construction Machinery and Heavy Transportation Equipment,"126,774,000",JPY,[]
023160.KQ,Tae Kwang Corporation,South Korea,Industrial Machinery and Supplies and Components,"26,500,000",KRW,[]
003240.KO,Taekwang Industrial Co. Ltd.,South Korea,Commodity Chemicals,"1,113,400",KRW,[]
044490.KQ,Taewoong Co.Ltd,South Korea,Industrial Machinery and Supplies and Components,"20,007,381",KRW,[]
3357.TWO,TAI-TECH Advanced Electronics Co. Ltd.,Taiwan,Electronic Components,"102,034,000",TWD,[tech-100]
2812.TW,Taichung Commercial Bank Co. Ltd.,Taiwan,Diversified Banks,"5,226,100,224",TWD,[]
4736.TWO,TaiDoc Technology Corporation,Taiwan,Health Care Equipment,"95,368,600",TWD,[]
8039.TW,Taiflex Scientific Co. Ltd.,Taiwan,Electronic Components,"209,120,000",TWD,[tech-100]
4157.TWO,TaiGen Biopharmaceuticals Holdings Limited,Taiwan,Biotechnology,"716,844,032",TWD,[]
001440.KO,Taihan Cable & Solution Co. Ltd.,South Korea,Electrical Components and Equipment,"124,447,300",KRW,[]
1968.TSE,Taihei Dengyo Kaisha Ltd.,Japan,Construction and Engineering,"19,026,200",JPY,[]
5233.TSE,Taiheiyo Cement Corporation,Japan,Construction Materials,"117,054,000",JPY,[]
1979.TSE,Taikisha Ltd.,Japan,Construction and Engineering,"33,355,800",JPY,[]
4147.TWO,TaiMed Biologics Inc.,Taiwan,Biotechnology,"252,935,008",TWD,[]
1440.TW,Tainan Spinning Co. Ltd.,Taiwan,Textiles,"1,656,819,968",TWD,[]
1801.TSE,Taisei Corporation,Japan,Construction and Engineering,"187,046,000",JPY,[]
1218.TW,Taisun Enterprise Co. Ltd.,Taiwan,Packaged Foods and Meats,"486,320,000",TWD,[]
8926.TW,Taiwan Cogeneration Corporation,Taiwan,Independent Power Producers and Energy Traders,"730,281,984",TWD,[]
5903.TWO,Taiwan FamilyMart Co. Ltd.,Taiwan,Food Retail,"223,220,000",TWD,[consumer-50]
1722.TW,Taiwan Fertilizer Co. Ltd.,Taiwan,Fertilizers and Agricultural Chemicals,"980,000,000",TWD,[]
2832.TW,Taiwan Fire & Marine Insurance Co. Ltd.,Taiwan,Property and Casualty Insurance,"362,200,000",TWD,[]
9924.TW,Taiwan Fu Hsing Industrial Co.Ltd.,Taiwan,Building Products,"188,452,000",TWD,[]
1802.TW,Taiwan Glass Ind. Corp.,Taiwan,Building Products,"2,908,059,904",TWD,[]
9939.TW,Taiwan Hon Chuan Enterprise Co. Ltd.,Taiwan,Metal Glass and Plastic Containers,"287,785,984",TWD,[]
2617.TW,Taiwan Navigation Co. Ltd.,Taiwan,Marine Transportation,"417,294,016",TWD,[]
6464.TW,Taiwan Optical Platform Co. Ltd.,Taiwan,Cable and Satellite,"127,613,000",TWD,[]
9938.TW,Taiwan Paiho Limited,Taiwan,Textiles,"297,964,000",TWD,[]
8213.TW,Taiwan Printed Circuit Board Techvest Co.Ltd.,Taiwan,Electronic Components,"264,352,000",TWD,[tech-100]
9911.TW,Taiwan Sakura Corporation,Taiwan,Household Appliances,"218,808,000",TWD,[]
1614.TW,Taiwan Sanyo Electric Co.Ltd.,Taiwan,Household Appliances,"258,931,008",TWD,[]
9917.TW,Taiwan Secom Co. Ltd.,Taiwan,Security and Alarm Services,"442,707,008",TWD,[]
5425.TWO,Taiwan Semiconductor Co. Ltd.,Taiwan,Semiconductors,"248,684,992",TWD,[]
9925.TW,Taiwan Shin Kong Security Co. Ltd.,Taiwan,Security and Alarm Services,"384,206,016",TWD,[]
4772.TWO,Taiwan Speciality Chemicals Corporation,Taiwan,Specialty Chemicals,"138,236,552",TWD,[]
6581.TW,Taiwan Steel Union Co. Ltd.,Taiwan,Commodity Chemicals,"111,271,000",TWD,[]
1310.TW,Taiwan Styrene Monomer Corporation,Taiwan,Commodity Chemicals,"527,870,016",TWD,[]
6278.TW,Taiwan Surface Mounting Technology Corp.,Taiwan,Electronic Components,"292,398,016",TWD,[tech-100]
2913.TW,Taiwan Tea Corporation,Taiwan,Packaged Foods and Meats,"790,000,000",TWD,[]
6274.TWO,Taiwan Union Technology Corporation,Taiwan,Electronic Components,"269,152,000",TWD,[tech-100]
2340.TW,Taiwan-Asia Semiconductor Corporation,Taiwan,Semiconductors,"437,868,000",TWD,[]
4626.TSE,Taiyo Holdings Co. Ltd.,Japan,Specialty Chemicals,"55,925,200",JPY,[]
1762.TSE,Takamatsu Construction Group Co. Ltd.,Japan,Construction and Engineering,"34,818,600",JPY,[]
4974.TSE,Takara Bio Inc.,Japan,Biotechnology,"120,416,000",JPY,[]
2531.TSE,Takara Holdings Inc.,Japan,Distillers and Vintners,"197,704,992",JPY,[consumer-50]
7981.TSE,Takara Standard Co.Ltd.,Japan,Building Products,"69,019,904",JPY,[]
4914.TSE,Takasago International Corporation,Japan,Specialty Chemicals,"19,455,800",JPY,[]
1969.TSE,Takasago Thermal Engineering Co. Ltd.,Japan,Building Products,"66,498,100",JPY,[]
8233.TSE,Takashimaya Company Limited,Japan,Broadline Retail,"157,732,000",JPY,[consumer-50]
6432.TSE,Takeuchi Mfg. Co. Ltd.,Japan,Construction Machinery and Heavy Transportation Equipment,"47,745,100",JPY,[]
6013.TSE,Takuma Co. Ltd.,Japan,Industrial Machinery and Supplies and Components,"79,953,000",JPY,[]
1419.TSE,Tama Home Co. Ltd.,Japan,Homebuilding,"28,988,400",JPY,[]
7740.TSE,Tamron Co.Ltd.,Japan,Consumer Electronics,"20,893,300",JPY,[consumer-50]
6768.TSE,Tamura Corporation,Japan,Electronic Components,"82,770,400",JPY,[tech-100]
4080.TSE,Tanaka Chemical Corporation,Japan,Specialty Chemicals,"32,531,800",JPY,[]
2035.TWO,Tang Eng Iron Works Co. Ltd.,Taiwan,Steel,"350,000,000",TWD,[]
9743.TSE,Tanseisha Co. Ltd.,Japan,Research and Consulting Services,"47,598,700",JPY,[]
5809.TSE,TATSUTA Electric Wire and Cable Co. Ltd.,Japan,Electrical Components and Equipment,"61,780,400",JPY,[]
2371.TW,Tatung Co. Ltd.,Taiwan,Electrical Components and Equipment,"2,319,869,952",TWD,[]
002710.KO,TCC Steel Corp.,South Korea,Steel,"26,213,697",KRW,[]
8436.TWO,TCI Co. Ltd.,Taiwan,Personal Care Products,"115,198,000",TWD,[consumer-50]
4687.TSE,TDC SOFT Inc.,Japan,IT Consulting and Other Services,"23,835,200",JPY,[]
5511.TWO,Te Chang Construction Co. Ltd.,Taiwan,Construction and Engineering,"113,440,000",TWD,[]
3762.TSE,TechMatrix Corporation,Japan,IT Consulting and Other Services,"39,919,100",JPY,[]
1504.TW,TECO Electric & Machinery Co. Ltd.,Taiwan,Electrical Components and Equipment,"2,109,280,000",TWD,[]
1264.TWO,Tehmag Foods Corporation,Taiwan,Packaged Foods and Meats,"37,052,000",TWD,[]
3401.TSE,Teijin Limited,Japan,Commodity Chemicals,"192,315,008",JPY,[]
6333.TSE,Teikoku Electric Mfg.Co.Ltd.,Japan,Industrial Machinery and Supplies and Components,"18,146,700",JPY,[]
3302.TSE,Teikoku Sen-i Co. Ltd.,Japan,Industrial Machinery and Supplies and Components,"26,112,400",JPY,[]
054450.KQ,Telechips Inc.,South Korea,Semiconductors,"15,144,233",KRW,[]
7958.TSE,Tenma Corporation,Japan,Commodity Chemicals,"21,644,100",JPY,[]
6627.TSE,Tera Probe Inc.,Japan,Semiconductors,"9,097,130",JPY,[]
5074.TSE,Tess Holdings Co.Ltd.,Japan,Construction and Engineering,"39,095,100",JPY,[]
3030.TW,Test Research Inc.,Taiwan,Electronic Equipment and Instruments,"236,216,000",TWD,[tech-100]
2908.TW,Test-Rite International Co. Ltd.,Taiwan,Distributors,"495,582,016",TWD,[]
8341.TSE,The 77 Bank Ltd.,Japan,Regional Banks,"73,987,696",JPY,[]
8343.TSE,The Akita Bank Ltd.,Japan,Regional Banks,"17,553,600",JPY,[]
2704.TW,The Ambassador HotelLtd.,Taiwan,Hotels Resorts and Cruise Lines,"366,923,008",TWD,[]
8388.TSE,The Awa Bank Ltd.,Japan,Regional Banks,"40,767,000",JPY,[]
8345.TSE,The Bank of Iwate Ltd.,Japan,Regional Banks,"17,349,800",JPY,[]
8369.TSE,The Bank of Kyoto Ltd.,Japan,Regional Banks,"74,660,200",JPY,[]
8522.TSE,The Bank of Nagoya Ltd.,Japan,Regional Banks,"16,986,500",JPY,[]
8337.TSE,The Chiba Kogyo Bank Ltd.,Japan,Regional Banks,"57,228,000",JPY,[]
9504.TSE,The Chugoku Electric Power Co. Inc.,Japan,Electric Utilities,"360,249,984",JPY,[]
8541.TSE,The Ehime Bank Ltd.,Japan,Regional Banks,"39,079,800",JPY,[]
7184.TSE,The First Bank Of Toyama Ltd.,Japan,Regional Banks,"63,698,000",JPY,[]
8362.TSE,The Fukui Bank Ltd.,Japan,Regional Banks,"23,044,700",JPY,[]
9908.TW,The Great Taipei Gas Corporation,Taiwan,Gas Utilities,"500,864,992",TWD,[]
8334.TSE,The Gunma Bank Ltd.,Japan,Regional Banks,"397,075,008",JPY,[]
8359.TSE,The Hachijuni Bank Ltd.,Japan,Regional Banks,"494,132,000",JPY,[]
8368.TSE,The Hyakugo Bank Ltd.,Japan,Regional Banks,"253,582,000",JPY,[]
8386.TSE,The Hyakujushi Bank Ltd.,Japan,Regional Banks,"28,556,800",JPY,[]
5631.TSE,The Japan Steel Works Ltd.,Japan,Industrial Machinery and Supplies and Components,"73,595,504",JPY,[]
3201.TSE,The Japan Wool Textile Co. Ltd.,Japan,Textiles,"70,241,504",JPY,[]
8544.TSE,The Keiyo Bank Ltd.,Japan,Regional Banks,"125,566,000",JPY,[]
8370.TSE,The Kiyo Bank Ltd.,Japan,Regional Banks,"65,243,000",JPY,[]
8393.TSE,The Miyazaki Bank Ltd.,Japan,Regional Banks,"17,267,400",JPY,[]
3097.TSE,The Monogatari Corporation,Japan,Restaurants,"35,655,200",JPY,[]
8336.TSE,The Musashino Bank Ltd.,Japan,Regional Banks,"33,144,600",JPY,[]
8367.TSE,The Nanto Bank Ltd.,Japan,Regional Banks,"31,752,700",JPY,[]
