symbol,name,country,industry,shares,currency,indicies
9682.TSE,DTS Corporation,Japan,IT Consulting and Other Services,"43,408,000",JPY,[]
213420.KQ,DukSan Neolux Co.Ltd,South Korea,Semiconductors,"24,831,179",KRW,[]
4665.TSE,Duskin Co. Ltd.,Japan,Diversified Support Services,"47,994,500",JPY,[]
2590.TSE,DyDo Group Holdings Inc.,Japan,Packaged Foods and Meats,"15,690,300",JPY,[]
3715.TW,Dynamic Holding Co. Ltd.,Taiwan,Electronic Components,"277,518,016",TWD,[tech-100]
3211.TWO,Dynapack International Technology Corporation,Taiwan,Electronic Components,"150,596,000",TWD,[tech-100]
8069.TWO,E Ink Holdings Inc.,Taiwan,Electronic Components,"1,140,400,000",TWD,[tech-100]
2497.TW,E-Lead Electronic Co. Ltd.,Taiwan,Automotive Parts and Equipment,"122,798,000",TWD,[]
6281.TW,E-Life Corporation,Taiwan,Computer and Electronics Retail,"99,172,896",TWD,[consumer-50]
139480.KO,E-MART Inc.,South Korea,Consumer Staples Merchandise Retail,"27,875,819",KRW,[consumer-50]
017940.KO,E1 Corporation,South Korea,Oil and Gas Storage and Transportation,"6,860,000",KRW,[]
6486.TSE,Eagle Industry Co.Ltd.,Japan,Automotive Parts and Equipment,"47,610,400",JPY,[]
230360.KQ,Echomarketing Co.Ltd.,South Korea,Broadline Retail,"32,368,029",KRW,[consumer-50]
1476.TW,Eclat Textile Co. Ltd.,Taiwan,Textiles,"274,367,008",TWD,[]
6689.TW,eCloudvalley Digital Technology Co. Ltd.,Taiwan,Internet Services and Infrastructure,"68,000,000",TWD,[tech-100]
101360.KQ,Eco&Dream Co. Ltd.,South Korea,Automotive Parts and Equipment,"11,415,283",KRW,[]
383310.KQ,Ecopro Hn. Co. Ltd.,South Korea,Environmental and Facilities Services,"15,304,932",KRW,[]
6803.TWO,ECOVE Environment Corp.,Taiwan,Environmental and Facilities Services,"71,082,800",TWD,[]
2730.TSE,EDION Corporation,Japan,Computer and Electronics Retail,"98,450,896",JPY,[consumer-50]
8771.TSE,eGuarantee Inc.,Japan,Specialized Finance,"47,514,100",JPY,[]
6589.TWO,EirGenix Inc.,Taiwan,Life Sciences Tools and Services,"304,667,008",TWD,[]
6737.TSE,EIZO Corporation,Japan,Technology Hardware Storage and Peripherals,"20,572,600",JPY,[]
6099.TSE,Elan Corporation,Japan,Health Care Services,"60,461,200",JPY,[]
2458.TW,ELAN Microelectronics Corporation,Taiwan,Semiconductors,"284,584,992",TWD,[]
6750.TSE,Elecom Co. Ltd.,Japan,Technology Hardware Storage and Peripherals,"83,482,096",JPY,[]
9513.TSE,Electric Power Development Co. Ltd.,Japan,Independent Power Producers and Energy Traders,"182,862,000",JPY,[]
2715.TSE,Elematec Corporation,Japan,Electronic Manufacturing Services,"40,946,900",JPY,[tech-100]
3450.TW,Elite Advanced Laser Corporation,Taiwan,Semiconductors,"145,680,992",TWD,[]
2383.TW,Elite Material Co. Ltd.,Taiwan,Electronic Components,"332,918,016",TWD,[tech-100]
3006.TW,Elite Semiconductor Microelectronics Tech Inc,Taiwan,Semiconductors,"272,462,016",TWD,[]
2331.TW,Elitegroup Computer Systems Co.Ltd.,Taiwan,Technology Hardware Storage and Peripherals,"557,403,008",TWD,[]
4820.TSE,EM Systems Co. Ltd.,Japan,Health Care Technology,"70,649,600",JPY,[]
091120.KQ,EM-Tech.CO. LTD.,South Korea,Electronic Components,"17,132,936",KRW,[tech-100]
058970.KQ,EMRO. Incorporated.,South Korea,Application Software,"11,212,120",KRW,[tech-100]
4849.TSE,en-japan inc.,Japan,Human Resource and Employment Services,"40,815,300",JPY,[]
348370.KQ,Enchem Co. Ltd.,South Korea,Commodity Chemicals,"16,268,221",KRW,[]
6414.TW,Ennoconn Corporation,Taiwan,Technology Hardware Storage and Peripherals,"124,135,000",TWD,[]
3714.TW,ENNOSTAR Inc.,Taiwan,Semiconductors,"751,657,984",TWD,[]
6961.TSE,Enplas Corporation,Japan,Electronic Components,"8,822,460",JPY,[tech-100]
074610.KO,ENPLUS Co. Ltd.,South Korea,Construction Machinery and Heavy Transportation Equipment,"67,961,170",KRW,[]
2849.TW,EnTie Commercial Bank Co. Ltd.,Taiwan,Diversified Banks,"1,957,609,984",TWD,[]
294090.KQ,EOFLOW Co.Ltd.,South Korea,Health Care Supplies,"30,416,687",KRW,[]
3707.TWO,Episil Technologies Inc.,Taiwan,Semiconductors,"333,216,000",TWD,[]
3016.TW,Episil-Precision Inc.,Taiwan,Semiconductors,"288,539,008",TWD,[]
9517.TSE,eREX Co.Ltd.,Japan,Renewable Electricity,"59,241,200",JPY,[]
3675.TWO,Eris Technology Corporation,Taiwan,Semiconductors,"44,428,000",TWD,[]
8892.TSE,ES-CON JAPAN Ltd.,Japan,Homebuilding,"95,258,096",JPY,[]
8877.TSE,Eslead Corporation,Japan,Homebuilding,"15,429,700",JPY,[]
6859.TSE,Espec Corp.,Japan,Electronic Equipment and Instruments,"21,832,400",JPY,[tech-100]
1717.TW,Eternal Materials Co. Ltd.,Taiwan,Commodity Chemicals,"1,178,269,952",TWD,[]
5351.TWO,Etron Technology Inc.,Taiwan,Semiconductors,"284,462,016",TWD,[]
206650.KQ,EuBiologics Co. Ltd.,South Korea,Biotechnology,"36,444,807",KRW,[]
001200.KO,Eugene Investment & Securities Co.Ltd.,South Korea,Investment Banking and Brokerage,"96,866,418",KRW,[]
2931.TSE,Euglena Co. Ltd.,Japan,Personal Care Products,"117,040,000",JPY,[consumer-50]
5288.TW,Eurocharm Holdings Co. Ltd.,Taiwan,Automotive Parts and Equipment,"66,335,500",TWD,[]
6841.TWO,Ever Fortune.AI Co. Ltd.,Taiwan,Health Care Technology,"98,519,500",TWD,[]
6712.TWO,Ever Supreme Bio Technology Co. Ltd,Taiwan,Biotechnology,"75,198,730",TWD,[]
2645.TW,Evergreen Aviation Technologies Corporation,Taiwan,Aerospace and Defense,"374,570,962",TWD,[]
2607.TW,Evergreen International Storage & Transport Corporation,Taiwan,Marine Ports and Services,"1,067,139,968",TWD,[]
2211.TW,Evergreen Steel Corp.,Taiwan,Steel,"417,091,008",TWD,[]
1711.TW,Everlight Chemical Industrial Corporation,Taiwan,Specialty Chemicals,"547,752,000",TWD,[]
2393.TW,Everlight Electronics Co. Ltd.,Taiwan,Semiconductors,"443,392,992",TWD,[]
4104.TW,Excelsior Medical Co. Ltd.,Taiwan,Health Care Distributors,"155,616,992",TWD,[]
7278.TSE,EXEDY Corporation,Japan,Automotive Parts and Equipment,"46,954,700",JPY,[]
1951.TSE,EXEO Group Inc.,Japan,Construction and Engineering,"105,998,000",JPY,[]
2206.TSE,Ezaki Glico Co. Ltd.,Japan,Packaged Foods and Meats,"63,590,800",JPY,[]
7296.TSE,F.C.C. Co. Ltd.,Japan,Automotive Parts and Equipment,"49,727,700",JPY,[]
007700.KO,F&F Holdings Co. Ltd.,South Korea,Apparel Accessories and Luxury Goods,"39,114,367",KRW,[consumer-50]
440110.KQ,FADU Inc.,South Korea,Semiconductors,"48,647,537",KRW,[]
2903.TW,Far Eastern Department Stores Ltd.,Taiwan,Broadline Retail,"1,408,729,984",TWD,[consumer-50]
2845.TW,Far Eastern International Bank Ltd.,Taiwan,Diversified Banks,"4,069,479,936",TWD,[]
3035.TW,Faraday Technology Corporation,Taiwan,Semiconductors,"248,550,000",TWD,[]
5607.TW,Farglory Free Trade Zone Investment Holding Co. Ltd.,Taiwan,Air Freight and Logistics,"301,376,992",TWD,[]
5522.TW,Farglory Land Development Co. Ltd.,Taiwan,Real Estate Development,"781,596,032",TWD,[]
5859.TWO,Farglory Life Insurance Co. Ltd.,Taiwan,Life and Health Insurance,"1,242,573,830",TWD,[]
2102.TW,Federal Corporation,Taiwan,Tires and Rubber,"459,574,016",TWD,[]
2015.TW,Feng Hsin Steel Co. Ltd.,Taiwan,Steel,"581,598,976",TWD,[]
9910.TW,Feng Tay Enterprises Co. Ltd.,Taiwan,Footwear,"987,483,008",TWD,[consumer-50]
3701.TW,FIC Global Inc.,Taiwan,Electronic Manufacturing Services,"228,103,008",TWD,[tech-100]
7148.TSE,Financial Products Group Co. Ltd.,Japan,Specialized Finance,"85,402,896",JPY,[]
8076.TWO,Firich Enterprises Co. Ltd.,Taiwan,Electronic Equipment and Instruments,"292,214,016",TWD,[tech-100]
2009.TW,First Copper Technology Co. Ltd.,Taiwan,Copper,"359,622,016",TWD,[]
5439.TWO,First Hi-tec Enterprise Co. Ltd.,Taiwan,Electronic Components,"92,976,000",TWD,[tech-100]
3712.TW,FIT Holding Co. Ltd.,Taiwan,Electronic Equipment and Instruments,"246,242,000",TWD,[tech-100]
4961.TW,Fitipower Integrated Technology Inc.,Taiwan,Semiconductors,"121,015,000",TWD,[]
3687.TSE,Fixstars Corporation,Japan,Application Software,"32,143,000",JPY,[tech-100]
6269.TW,Flexium Interconnect Inc.,Taiwan,Electronic Components,"322,719,008",TWD,[tech-100]
6206.TW,Flytech Technology Co. Ltd.,Taiwan,Electronic Equipment and Instruments,"143,062,000",TWD,[tech-100]
3545.TW,FocalTech Systems Co. Ltd.,Taiwan,Semiconductors,"214,644,992",TWD,[]
3563.TSE,Food & Life Companies Ltd.,Japan,Restaurants,"115,675,000",JPY,[]
093370.KO,Foosung Co. Ltd.,South Korea,Commodity Chemicals,"94,352,104",KRW,[]
3483.TWO,Forcecon Technology Co. Ltd.,Taiwan,Technology Hardware Storage and Peripherals,"77,869,400",TWD,[]
6576.TWO,Foresee Pharmaceuticals Co. Ltd.,Taiwan,Pharmaceuticals,"137,420,000",TWD,[]
8131.TW,Formosa Advanced Technologies Co. Ltd.,Taiwan,Semiconductors,"442,222,016",TWD,[]
2707.TW,Formosa International Hotels Corporation,Taiwan,Hotels Resorts and Cruise Lines,"127,403,000",TWD,[]
4746.TW,Formosa Laboratories Inc.,Taiwan,Pharmaceuticals,"120,256,000",TWD,[]
1225.TW,Formosa Oilseed Processing Co. Ltd.,Taiwan,Packaged Foods and Meats,"229,638,000",TWD,[]
1709.TW,Formosan Union Chemical Corp.,Taiwan,Commodity Chemicals,"477,016,000",TWD,[]
1519.TW,Fortune Electric Co. Ltd.,Taiwan,Electrical Components and Equipment,"261,059,008",TWD,[]
6805.TWO,Fositek Corp.,Taiwan,Electronic Components,"60,453,896",TWD,[tech-100]
2354.TW,Foxconn Technology Co. Ltd.,Taiwan,Electronic Manufacturing Services,"1,414,480,000",TWD,[tech-100]
7947.TSE,FP Corporation,Japan,Metal Glass and Plastic Containers,"81,847,800",JPY,[]
7388.TSE,FP Partner Inc.,Japan,Insurance Brokers,"23,000,000",JPY,[]
7840.TSE,France Bed Holdings Co.Ltd.,Japan,Health Care Services,"36,020,000",JPY,[]
4478.TSE,freee K.K.,Japan,Application Software,"57,515,500",JPY,[tech-100]
3015.TW,FSP Technology Inc.,Taiwan,Electrical Components and Equipment,"187,262,000",TWD,[]
2763.TSE,FTGroup Co. Ltd.,Japan,Technology Distributors,"30,555,400",JPY,[]
3056.TW,Fu Hua Innovation Co. Ltd.,Taiwan,Real Estate Development,"342,276,000",TWD,[]
8278.TSE,Fuji Co. Ltd.,Japan,Food Retail,"86,682,496",JPY,[consumer-50]
6134.TSE,Fuji Corporation,Japan,Industrial Machinery and Supplies and Components,"94,636,600",JPY,[]
7605.TSE,Fuji Corporation,Japan,Automotive Retail,"19,212,600",JPY,[consumer-50]
6504.TSE,Fuji Electric Co. Ltd.,Japan,Electrical Components and Equipment,"142,835,008",JPY,[]
1775.TSE,Fuji Furukawa Engineering & Construction Co.Ltd.,Japan,Construction and Engineering,"8,992,910",JPY,[]
9010.TSE,Fuji Kyuko Co. Ltd.,Japan,Leisure Facilities,"53,100,300",JPY,[consumer-50]
2607.TSE,Fuji Oil Holdings Inc.,Japan,Packaged Foods and Meats,"85,965,400",JPY,[]
7864.TSE,Fuji Seal International Inc.,Japan,Metal Glass and Plastic Containers,"54,770,500",JPY,[]
9749.TSE,Fuji Soft Incorporated,Japan,Systems Software,"62,817,400",JPY,[tech-100]
2908.TSE,Fujicco Co. Ltd.,Japan,Packaged Foods and Meats,"28,463,800",JPY,[]
5803.TSE,Fujikura Ltd.,Japan,Electrical Components and Equipment,"275,801,984",JPY,[]
5384.TSE,Fujimi Incorporated,Japan,Specialty Chemicals,"74,185,504",JPY,[]
2752.TSE,Fujio Food Group Inc.,Japan,Restaurants,"44,634,400",JPY,[]
9722.TSE,Fujita Kanko Inc.,Japan,Hotels Resorts and Cruise Lines,"11,985,500",JPY,[]
6406.TSE,Fujitec Co. Ltd.,Japan,Industrial Machinery and Supplies and Components,"77,973,000",JPY,[]
6755.TSE,Fujitsu General Limited,Japan,Household Appliances,"104,708,000",JPY,[]
2211.TSE,Fujiya Co. Ltd.,Japan,Packaged Foods and Meats,"25,776,100",JPY,[]
1899.TSE,Fukuda Corporation,Japan,Construction and Engineering,"8,527,400",JPY,[]
6960.TSE,Fukuda Denshi Co. Ltd.,Japan,Health Care Equipment,"30,250,000",JPY,[]
9790.TSE,Fukui Computer HoldingsInc.,Japan,Application Software,"20,675,200",JPY,[tech-100]
6420.TSE,Fukushima Galilei Co.Ltd.,Japan,Industrial Machinery and Supplies and Components,"20,063,200",JPY,[]
9075.TSE,Fukuyama Transporting Co. Ltd.,Japan,Cargo Ground Transportation,"40,473,400",JPY,[]
9802.TW,Fulgent Sun International (Holding) Co. Ltd.,Taiwan,Footwear,"189,488,992",TWD,[consumer-50]
4848.TSE,Fullcast Holdings Co. Ltd.,Japan,Human Resource and Employment Services,"35,630,700",JPY,[]
9757.TSE,Funai Soken Holdings Incorporated,Japan,Research and Consulting Services,"48,658,400",JPY,[]
5715.TSE,Furukawa Co.Ltd.,Japan,Industrial Machinery and Supplies and Components,"37,190,200",JPY,[]
5801.TSE,Furukawa Electric Co. Ltd.,Japan,Electrical Components and Equipment,"70,394,896",JPY,[]
6814.TSE,Furuno Electric Co. Ltd.,Japan,Electronic Equipment and Instruments,"31,563,700",JPY,[tech-100]
7826.TSE,Furuya Metal Co. Ltd.,Japan,Semiconductors,"6,981,710",JPY,[]
6670.TW,FuSheng Precision Co. Ltd.,Taiwan,Leisure Products,"132,574,000",TWD,[consumer-50]
4368.TSE,Fuso Chemical Co.Ltd.,Japan,Specialty Chemicals,"35,243,500",JPY,[]
7241.TSE,Futaba Industrial Co. Ltd.,Japan,Automotive Parts and Equipment,"89,426,800",JPY,[]
4722.TSE,Future Corporation,Japan,IT Consulting and Other Services,"88,556,000",JPY,[]
8424.TSE,Fuyo General Lease Co. Ltd.,Japan,Specialized Finance,"29,984,200",JPY,[]
7508.TSE,G-7 Holdings Inc.,Japan,Food Retail,"44,063,300",JPY,[consumer-50]
2476.TW,G-SHANK Enterprise Co. Ltd.,Taiwan,Industrial Machinery and Supplies and Components,"190,654,000",TWD,[]
5970.TSE,G-Tekt Corporation,Japan,Automotive Parts and Equipment,"43,010,000",JPY,[]
9470.TSE,Gakken Holdings Co. Ltd.,Japan,Publishing,"43,949,200",JPY,[]
6249.TSE,Gamecard-Joyco HoldingsInc.,Japan,Casinos and Gaming,"14,239,700",JPY,[]
036620.KQ,GAMSUNG Corporation Co. Ltd.,South Korea,Distributors,"90,393,576",KRW,[]
399720.KQ,Gaonchips Co. Ltd.,South Korea,Semiconductors,"11,488,320",KRW,[]
006280.KO,GC Biopharma Corp.,South Korea,Biotechnology,"11,686,538",KRW,[]
144510.KQ,GC Cell Corporation,South Korea,Biotechnology,"15,800,344",KRW,[]
4906.TW,Gemtek Technology Co. Ltd.,Taiwan,Communications Equipment,"398,774,016",TWD,[tech-100]
9166.TSE,GENDA Inc.,Japan,Leisure Facilities,"34,296,600",JPY,[consumer-50]
6104.TWO,Genesys Logic Inc.,Taiwan,Semiconductors,"90,279,000",TWD,[]
095700.KQ,Genexine Inc.,South Korea,Biotechnology,"41,510,594",KRW,[]
3406.TW,Genius Electronic Optical Co. Ltd,Taiwan,Electronic Components,"112,743,000",TWD,[tech-100]
9828.TSE,Genki Sushi Co. Ltd.,Japan,Restaurants,"8,827,340",JPY,[]
9267.TSE,Genky DrugStores Co. Ltd.,Japan,Food Retail,"15,184,000",JPY,[consumer-50]
228760.KQ,Genomictree Inc.,South Korea,Biotechnology,"24,012,334",KRW,[]
2681.TSE,Geo Holdings Corporation,Japan,Other Specialty Retail,"39,534,100",JPY,[]
270520.KQ,Geolit Energy Co.Ltd.,South Korea,Building Products,"41,762,506",KRW,[]
3005.TW,Getac Holdings Corporation,Taiwan,Technology Hardware Storage and Peripherals,"608,318,016",TWD,[]
4506.TWO,GFC. LTD.,Taiwan,Industrial Machinery and Supplies and Components,"177,012,000",TWD,[]
358570.KQ,GI Innovation Inc.,South Korea,Biotechnology,"22,054,300",KRW,[]
9921.TW,Giant Manufacturing Co. Ltd.,Taiwan,Leisure Products,"392,064,992",TWD,[consumer-50]
9279.TSE,Gift Holdings Inc.,Japan,Restaurants,"19,944,100",JPY,[]
2376.TW,Giga-Byte Technology Co. Ltd.,Taiwan,Technology Hardware Storage and Peripherals,"634,984,000",TWD,[]
6289.TSE,Giken Ltd.,Japan,Construction Machinery and Heavy Transportation Equipment,"27,217,600",JPY,[]
6191.TW,Global Brands Manufacture Ltd.,Taiwan,Electronic Components,"470,532,000",TWD,[tech-100]
8081.TW,Global Mixed-Mode Technology Inc.,Taiwan,Semiconductors,"85,729,000",TWD,[]
4551.TW,Global PMX Co. Ltd.,Taiwan,Automotive Parts and Equipment,"115,222,000",TWD,[]
204620.KQ,Global Tax Free Co. Ltd.,South Korea,Research and Consulting Services,"55,852,178",KRW,[]
7990.TSE,Globeride Inc.,Japan,Leisure Products,"22,971,600",JPY,[consumer-50]
5009.TWO,Gloria Material Technology Corp.,Taiwan,Steel,"513,695,008",TWD,[]
4051.TSE,GMO Financial Gate Inc.,Japan,Transaction and Payment Processing Services,"8,305,090",JPY,[]
7177.TSE,GMO Financial Holdings Inc.,Japan,Investment Banking and Brokerage,"117,989,000",JPY,[]
9449.TSE,GMO internet group Inc.,Japan,Internet Services and Infrastructure,"106,161,000",JPY,[tech-100]
2160.TSE,GNI Group Ltd.,Japan,Biotechnology,"47,486,500",JPY,[]
5410.TSE,Godo Steel Ltd.,Japan,Steel,"14,626,500",JPY,[]
2368.TW,Gold Circuit Electronics Ltd.,Taiwan,Electronic Components,"486,688,000",TWD,[tech-100]
8871.TSE,GOLDCREST Co.Ltd.,Japan,Real Estate Development,"33,235,200",JPY,[]
2504.TW,Goldsun Building Materials Co. Ltd.,Taiwan,Construction Materials,"1,176,880,000",TWD,[]
8111.TSE,Goldwin Inc.,Japan,Apparel Accessories and Luxury Goods,"45,043,200",JPY,[consumer-50]
215000.KQ,GOLFZON Co. Ltd.,South Korea,Leisure Products,"6,275,415",KRW,[consumer-50]
6617.TWO,Gongwin Biopharm Holdings Co. Ltd.,Taiwan,Biotechnology,"113,336,100",TWD,[]
2723.TW,Gourmet Master Co. Ltd.,Taiwan,Restaurants,"180,000,000",TWD,[]
114090.KO,Grand Korea Leisure Co. Ltd.,South Korea,Casinos and Gaming,"61,855,670",KRW,[]
1312.TW,Grand Pacific Petrochemical Corporation,Taiwan,Commodity Chemicals,"906,620,032",TWD,[]
1707.TW,Grape King Bio Ltd,Taiwan,Personal Care Products,"148,136,992",TWD,[consumer-50]
6469.TWO,Great Tree Pharmacy Co. Ltd.,Taiwan,Drug Retail,"110,427,000",TWD,[consumer-50]
1210.TW,Great Wall Enterprise Co. Ltd.,Taiwan,Packaged Foods and Meats,"845,707,008",TWD,[]
2441.TW,Greatek Electronics Inc.,Taiwan,Semiconductors,"568,846,016",TWD,[]
005250.KO,Green Cross Holdings Corporation,South Korea,Biotechnology,"47,028,210",KRW,[]
6763.TWO,Green World Fintech Service Co. Ltd.,Taiwan,Transaction and Payment Processing Services,"18,403,913",TWD,[]
3150.TSE,gremzInc.,Japan,Environmental and Facilities Services,"22,918,000",JPY,[]
6664.TWO,Group Up Industrial Co. Ltd.,Taiwan,Industrial Machinery and Supplies and Components,"55,000,000",TWD,[]
006360.KO,GS Engineering & Construction Corporation,South Korea,Construction and Engineering,"85,581,490",KRW,[]
078930.KO,GS Holdings Corp.,South Korea,Industrial Conglomerates,"92,915,378",KRW,[]
007070.KO,GS Retail Co. Ltd.,South Korea,Food Retail,"104,717,922",KRW,[consumer-50]
6674.TSE,GS Yuasa Corporation,Japan,Electrical Components and Equipment,"80,453,400",JPY,[]
3002.TSE,Gunze Limited,Japan,Apparel Accessories and Luxury Goods,"17,048,800",JPY,[consumer-50]
6940.TWO,Gus Technology Co. Ltd.,Taiwan,Electrical Components and Equipment,"213,966,666",TWD,[]
9603.TSE,H.I.S. Co. Ltd.,Japan,Hotels Resorts and Cruise Lines,"73,962,096",JPY,[]
4544.TSE,H.U. Group Holdings Inc.,Japan,Health Care Services,"56,912,500",JPY,[]
8242.TSE,H2O Retailing Corporation,Japan,Food Retail,"115,213,000",JPY,[consumer-50]
7467.TSE,Hagiwara Electric Holdings Co. Ltd.,Japan,Technology Distributors,"9,508,130",JPY,[]
2433.TSE,Hakuhodo DY Holdings Inc,Japan,Advertising,"366,920,000",JPY,[]
7433.TSE,Hakuto Co. Ltd.,Japan,Technology Distributors,"18,696,200",JPY,[]
2742.TSE,Halows Co.Ltd.,Japan,Food Retail,"21,366,600",JPY,[consumer-50]
9037.TSE,Hamakyorex Co. Ltd.,Japan,Air Freight and Logistics,"18,787,200",JPY,[]
067310.KQ,HANA Micron Inc.,South Korea,Semiconductors,"47,921,854",KRW,[]
299030.KQ,Hana Technology Co. Ltd.,South Korea,Industrial Machinery and Supplies and Components,"8,132,489",KRW,[]
009420.KO,Hanall Biopharma Co. Ltd.,South Korea,Pharmaceuticals,"52,240,638",KRW,[]
039130.KO,Hanatour Service Inc.,South Korea,Hotels Resorts and Cruise Lines,"16,039,185",KRW,[]
6620.TWO,Handa Pharmaceuticals Inc.,Taiwan,Pharmaceuticals,"140,944,000",TWD,[]
020000.KO,HANDSOME Corp.,South Korea,Apparel Accessories and Luxury Goods,"24,630,000",KRW,[consumer-50]
300720.KO,Hanil Cement Co. Ltd.,South Korea,Construction Materials,"69,261,540",KRW,[]
003300.KO,Hanil Holdings Co. Ltd.,South Korea,Construction Materials,"30,832,884",KRW,[]
180640.KO,Hanjin Kal,South Korea,Passenger Airlines,"66,762,279",KRW,[consumer-50]
000240.KO,Hankook & Company Co. Ltd.,South Korea,Automotive Parts and Equipment,"94,935,240",KRW,[]
017960.KO,Hankuk Carbon Co. Ltd.,South Korea,Commodity Chemicals,"43,960,757",KRW,[]
128940.KO,Hanmi Pharm. Co. Ltd.,South Korea,Pharmaceuticals,"12,562,158",KRW,[]
5469.TW,HannStar Board Corporation,Taiwan,Electronic Components,"528,440,992",TWD,[tech-100]
6116.TW,HannStar Display Corporation,Taiwan,Electronic Components,"2,858,650,112",TWD,[tech-100]
018880.KO,Hanon Systems,South Korea,Automotive Parts and Equipment,"533,800,000",KRW,[]
105630.KO,Hansae Co. Ltd.,South Korea,Apparel Accessories and Luxury Goods,"40,000,000",KRW,[consumer-50]
009240.KO,Hanssem Co. Ltd.,South Korea,Home Furnishings,"23,533,928",KRW,[]
8078.TSE,Hanwa Co. Ltd.,Japan,Trading Companies and Distributors,"40,637,000",JPY,[]
000880.KO,Hanwha Corporation,South Korea,Industrial Conglomerates,"74,958,735",KRW,[]
000370.KO,Hanwha General Insurance Co. Ltd.,South Korea,Property and Casualty Insurance,"116,738,915",KRW,[]
003530.KO,Hanwha Investment & Securities Co. Ltd.,South Korea,Investment Banking and Brokerage,"214,547,775",KRW,[]
088350.KO,Hanwha Life Insurance Co. Ltd.,South Korea,Life and Health Insurance,"868,530,000",KRW,[]
272210.KO,Hanwha Systems Co. Ltd.,South Korea,Aerospace and Defense,"188,919,389",KRW,[]
003380.KQ,Harim Holdings Co. Ltd.,South Korea,Packaged Foods and Meats,"112,005,621",KRW,[]
1808.TSE,HASEKO Corporation,Japan,Homebuilding,"272,511,008",JPY,[]
1719.TSE,Hazama Ando Corporation,Japan,Construction and Engineering,"156,470,000",JPY,[]
267250.KO,HD Hyundai Co. Ltd.,South Korea,Oil and Gas Refining and Marketing,"78,993,085",KRW,[]
267270.KO,HD Hyundai Construction Equipment Co.Ltd.,South Korea,Construction Machinery and Heavy Transportation Equipment,"19,700,793",KRW,[]
267260.KO,HD Hyundai Electric Co. Ltd.,South Korea,Heavy Electrical Equipment,"36,047,135",KRW,[]
329180.KO,Hd Hyundai Heavy Industries Co. Ltd.,South Korea,Construction Machinery and Heavy Transportation Equipment,"88,773,116",KRW,[]
042670.KO,HD Hyundai Infracore Co. Ltd.,South Korea,Construction Machinery and Heavy Transportation Equipment,"199,603,453",KRW,[]
6873.TW,HD Renewable Energy Co. Ltd.,Taiwan,Renewable Electricity,"100,000,000",TWD,[]
012630.KO,HDC HOLDINGS CO.Ltd,South Korea,Commodity Chemicals,"59,741,721",KRW,[]
294870.KO,HDC Hyundai Development Company,South Korea,Construction and Engineering,"65,907,330",KRW,[]
6412.TSE,Heiwa Corporation,Japan,Leisure Facilities,"98,628,496",JPY,[consumer-50]
8803.TSE,Heiwa Real Estate Co. Ltd.,Japan,Diversified Real Estate Activities,"35,961,000",JPY,[]
8276.TSE,Heiwado Co.Ltd.,Japan,Food Retail,"52,448,500",JPY,[consumer-50]
5283.TW,Heran Co. Ltd.,Taiwan,Electronic Equipment and Instruments,"73,000,000",TWD,[tech-100]
003280.KO,Heung-A Shipping Co.Ltd.,South Korea,Marine Transportation,"240,424,899",KRW,[]
1234.TW,Hey Song Corporation,Taiwan,Soft Drinks and Non-alcoholic Beverages,"401,871,008",TWD,[consumer-50]
7279.TSE,Hi-Lex Corporation,Japan,Automotive Parts and Equipment,"37,514,800",JPY,[]
1982.TSE,Hibiya Engineering Ltd.,Japan,Construction and Engineering,"22,839,400",JPY,[]
7611.TSE,Hiday Hidaka Corp.,Japan,Restaurants,"37,975,800",JPY,[]
2542.TW,Highwealth Construction Corp.,Taiwan,Real Estate Development,"1,850,659,968",TWD,[]
7205.TSE,Hino Motors Ltd.,Japan,Construction Machinery and Heavy Transportation Equipment,"574,027,008",JPY,[]
6866.TSE,Hioki E.E. Corporation,Japan,Electronic Equipment and Instruments,"13,652,400",JPY,[tech-100]
6258.TSE,Hirata Corporation,Japan,Industrial Machinery and Supplies and Components,"10,384,200",JPY,[]
7337.TSE,Hirogin Holdings Inc.,Japan,Regional Banks,"309,841,984",JPY,[]
6806.TSE,Hirose Electric Co.Ltd.,Japan,Electronic Components,"33,451,300",JPY,[tech-100]
4530.TSE,Hisamitsu Pharmaceutical Co. Inc.,Japan,Pharmaceuticals,"77,495,504",JPY,[]
7004.TSE,Hitachi Zosen Corporation,Japan,Industrial Machinery and Supplies and Components,"168,528,000",JPY,[]
2419.TW,Hitron Technologies Inc.,Taiwan,Communications Equipment,"321,316,992",TWD,[tech-100]
4576.TW,Hiwin Mikrosystem Corporation,Taiwan,Electronic Equipment and Instruments,"119,802,000",TWD,[tech-100]
2049.TW,Hiwin Technologies Corporation,Taiwan,Industrial Machinery and Supplies and Components,"353,792,000",TWD,[]
2348.TW,Hiyes International Co. Ltd.,Taiwan,Real Estate Services,"115,969,000",TWD,[]
195940.KQ,HK inno.N Corporation,South Korea,Pharmaceuticals,"28,329,891",KRW,[]
060980.KO,HL Holdings Corporation,South Korea,Distributors,"10,169,410",KRW,[]
204320.KO,HL Mando Corporation,South Korea,Automotive Parts and Equipment,"46,957,120",KRW,[]
028300.KQ,HLB Co. Ltd.,South Korea,Health Care Supplies,"128,929,651",KRW,[]
067630.KQ,HLB Life Science Co. Ltd.,South Korea,Health Care Distributors,"101,806,298",KRW,[]
