symbol,name,country,industry,shares,currency,indicies
5410.TSE,Godo Steel Ltd.,Japan,Steel,14626500,JPY,[]
8871.TSE,GOLDCREST Co.Ltd.,Japan,Real Estate Development,33235200,JPY,[]
2504.TW,Goldsun Building Materials Co. Ltd.,Taiwan,Construction Materials,1176880000,TWD,[]
6617.TWO,Gongwin Biopharm Holdings Co. Ltd.,Taiwan,Biotechnology,113336100,TWD,[]
2723.TW,Gourmet Master Co. Ltd.,Taiwan,Restaurants,180000000,TWD,[]
114090.KO,Grand Korea Leisure Co. Ltd.,South Korea,Casinos and Gaming,61855670,KRW,[]
1312.TW,Grand Pacific Petrochemical Corporation,Taiwan,Commodity Chemicals,906620032,TWD,[]
1210.TW,Great Wall Enterprise Co. Ltd.,Taiwan,Packaged Foods and Meats,845707008,TWD,[]
2441.TW,Greatek Electronics Inc.,Taiwan,Semiconductors,568846016,TWD,[]
005250.KO,Green Cross Holdings Corporation,South Korea,Biotechnology,47028210,KRW,[]
6763.TWO,Green World Fintech Service Co. Ltd.,Taiwan,Transaction and Payment Processing Services,18403913,TWD,[]
3150.TSE,gremzInc.,Japan,Environmental and Facilities Services,22918000,JPY,[]
6664.TWO,Group Up Industrial Co. Ltd.,Taiwan,Industrial Machinery and Supplies and Components,55000000,TWD,[]
006360.KO,GS Engineering & Construction Corporation,South Korea,Construction and Engineering,85581490,KRW,[]
078930.KO,GS Holdings Corp.,South Korea,Industrial Conglomerates,92915378,KRW,[]
6674.TSE,GS Yuasa Corporation,Japan,Electrical Components and Equipment,80453400,JPY,[]
6940.TWO,Gus Technology Co. Ltd.,Taiwan,Electrical Components and Equipment,213966666,TWD,[]
9603.TSE,H.I.S. Co. Ltd.,Japan,Hotels Resorts and Cruise Lines,73962096,JPY,[]
4544.TSE,H.U. Group Holdings Inc.,Japan,Health Care Services,56912500,JPY,[]
7467.TSE,Hagiwara Electric Holdings Co. Ltd.,Japan,Technology Distributors,9508130,JPY,[]
2433.TSE,Hakuhodo DY Holdings Inc,Japan,Advertising,366920000,JPY,[]
7433.TSE,Hakuto Co. Ltd.,Japan,Technology Distributors,18696200,JPY,[]
9037.TSE,Hamakyorex Co. Ltd.,Japan,Air Freight and Logistics,18787200,JPY,[]
067310.KQ,HANA Micron Inc.,South Korea,Semiconductors,47921854,KRW,[]
299030.KQ,Hana Technology Co. Ltd.,South Korea,Industrial Machinery and Supplies and Components,8132489,KRW,[]
009420.KO,Hanall Biopharma Co. Ltd.,South Korea,Pharmaceuticals,52240638,KRW,[]
039130.KO,Hanatour Service Inc.,South Korea,Hotels Resorts and Cruise Lines,16039185,KRW,[]
6620.TWO,Handa Pharmaceuticals Inc.,Taiwan,Pharmaceuticals,140944000,TWD,[]
300720.KO,Hanil Cement Co. Ltd.,South Korea,Construction Materials,69261540,KRW,[]
003300.KO,Hanil Holdings Co. Ltd.,South Korea,Construction Materials,30832884,KRW,[]
000240.KO,Hankook & Company Co. Ltd.,South Korea,Automotive Parts and Equipment,94935240,KRW,[]
017960.KO,Hankuk Carbon Co. Ltd.,South Korea,Commodity Chemicals,43960757,KRW,[]
128940.KO,Hanmi Pharm. Co. Ltd.,South Korea,Pharmaceuticals,12562158,KRW,[]
018880.KO,Hanon Systems,South Korea,Automotive Parts and Equipment,533800000,KRW,[]
009240.KO,Hanssem Co. Ltd.,South Korea,Home Furnishings,23533928,KRW,[]
8078.TSE,Hanwa Co. Ltd.,Japan,Trading Companies and Distributors,40637000,JPY,[]
000880.KO,Hanwha Corporation,South Korea,Industrial Conglomerates,74958735,KRW,[]
000370.KO,Hanwha General Insurance Co. Ltd.,South Korea,Property and Casualty Insurance,116738915,KRW,[]
003530.KO,Hanwha Investment & Securities Co. Ltd.,South Korea,Investment Banking and Brokerage,214547775,KRW,[]
088350.KO,Hanwha Life Insurance Co. Ltd.,South Korea,Life and Health Insurance,868530000,KRW,[]
272210.KO,Hanwha Systems Co. Ltd.,South Korea,Aerospace and Defense,188919389,KRW,[]
003380.KQ,Harim Holdings Co. Ltd.,South Korea,Packaged Foods and Meats,112005621,KRW,[]
1808.TSE,HASEKO Corporation,Japan,Homebuilding,272511008,JPY,[]
1719.TSE,Hazama Ando Corporation,Japan,Construction and Engineering,156470000,JPY,[]
267250.KO,HD Hyundai Co. Ltd.,South Korea,Oil and Gas Refining and Marketing,78993085,KRW,[]
267270.KO,HD Hyundai Construction Equipment Co.Ltd.,South Korea,Construction Machinery and Heavy Transportation Equipment,19700793,KRW,[]
267260.KO,HD Hyundai Electric Co. Ltd.,South Korea,Heavy Electrical Equipment,36047135,KRW,[]
329180.KO,Hd Hyundai Heavy Industries Co. Ltd.,South Korea,Construction Machinery and Heavy Transportation Equipment,88773116,KRW,[]
042670.KO,HD Hyundai Infracore Co. Ltd.,South Korea,Construction Machinery and Heavy Transportation Equipment,199603453,KRW,[]
6873.TW,HD Renewable Energy Co. Ltd.,Taiwan,Renewable Electricity,100000000,TWD,[]
012630.KO,HDC HOLDINGS CO.Ltd,South Korea,Commodity Chemicals,59741721,KRW,[]
294870.KO,HDC Hyundai Development Company,South Korea,Construction and Engineering,65907330,KRW,[]
8803.TSE,Heiwa Real Estate Co. Ltd.,Japan,Diversified Real Estate Activities,35961000,JPY,[]
003280.KO,Heung-A Shipping Co.Ltd.,South Korea,Marine Transportation,240424899,KRW,[]
7279.TSE,Hi-Lex Corporation,Japan,Automotive Parts and Equipment,37514800,JPY,[]
1982.TSE,Hibiya Engineering Ltd.,Japan,Construction and Engineering,22839400,JPY,[]
7611.TSE,Hiday Hidaka Corp.,Japan,Restaurants,37975800,JPY,[]
2542.TW,Highwealth Construction Corp.,Taiwan,Real Estate Development,1850659968,TWD,[]
7205.TSE,Hino Motors Ltd.,Japan,Construction Machinery and Heavy Transportation Equipment,574027008,JPY,[]
6258.TSE,Hirata Corporation,Japan,Industrial Machinery and Supplies and Components,10384200,JPY,[]
7337.TSE,Hirogin Holdings Inc.,Japan,Regional Banks,309841984,JPY,[]
4530.TSE,Hisamitsu Pharmaceutical Co. Inc.,Japan,Pharmaceuticals,77495504,JPY,[]
7004.TSE,Hitachi Zosen Corporation,Japan,Industrial Machinery and Supplies and Components,168528000,JPY,[]
2049.TW,Hiwin Technologies Corporation,Taiwan,Industrial Machinery and Supplies and Components,353792000,TWD,[]
2348.TW,Hiyes International Co. Ltd.,Taiwan,Real Estate Services,115969000,TWD,[]
195940.KQ,HK inno.N Corporation,South Korea,Pharmaceuticals,28329891,KRW,[]
060980.KO,HL Holdings Corporation,South Korea,Distributors,10169410,KRW,[]
204320.KO,HL Mando Corporation,South Korea,Automotive Parts and Equipment,46957120,KRW,[]
028300.KQ,HLB Co. Ltd.,South Korea,Health Care Supplies,128929651,KRW,[]
067630.KQ,HLB Life Science Co. Ltd.,South Korea,Health Care Distributors,101806298,KRW,[]
1714.TW,Ho Tung Chemical Corp.,Taiwan,Commodity Chemicals,1006680000,TWD,[]
3593.TSE,Hogy Medical Co.Ltd.,Japan,Health Care Supplies,24257000,JPY,[]
9509.TSE,Hokkaido Electric Power Company Incorporated,Japan,Electric Utilities,205634000,JPY,[]
9534.TSE,Hokkaido Gas Co. Ltd.,Japan,Gas Utilities,17618000,JPY,[]
7381.TSE,Hokkoku Financial Holdings Inc.,Japan,Regional Banks,24472000,JPY,[]
3865.TSE,Hokuetsu Corporation,Japan,Paper Products,168080992,JPY,[]
6364.TSE,Hokuetsu Industries Co. Ltd.,Japan,Industrial Machinery and Supplies and Components,28207900,JPY,[]
8377.TSE,Hokuhoku Financial Group Inc.,Japan,Regional Banks,124586000,JPY,[]
9505.TSE,Hokuriku Electric Power Company,Japan,Electric Utilities,208748992,JPY,[]
1379.TSE,Hokuto Corporation,Japan,Agricultural Products and Services,31660200,JPY,[]
6202.TW,Holtek Semiconductor Inc.,Taiwan,Semiconductors,226168000,TWD,[]
2536.TW,Hong Pu Real Estate Development Co. Ltd.,Taiwan,Real Estate Development,332808992,TWD,[]
1612.TW,Hong Tai Electric Industrial Co. Ltd.,Taiwan,Electrical Components and Equipment,316080000,TWD,[]
3284.TSE,Hoosiers Holdings Co. Ltd.,Japan,Homebuilding,35379300,JPY,[]
6465.TSE,Hoshizaki Corporation,Japan,Industrial Machinery and Supplies and Components,144872992,JPY,[]
6277.TSE,Hosokawa Micron Corporation,Japan,Industrial Machinery and Supplies and Components,15073100,JPY,[]
1536.TW,Hota Industrial Mfg. Co. Ltd.,Taiwan,Automotive Parts and Equipment,279518016,TWD,[]
008770.KO,Hotel Shilla Co.Ltd,South Korea,Other Specialty Retail,39248121,KRW,[]
3196.TSE,HOTLAND Co.Ltd.,Japan,Restaurants,21655300,JPY,[]
2810.TSE,House Foods Group Inc.,Japan,Packaged Foods and Meats,97538304,JPY,[]
082740.KO,HSD Engine Co. Ltd.,South Korea,Construction Machinery and Heavy Transportation Equipment,71543994,KRW,[]
2031.TW,Hsin Kuang Steel Company Limited,Taiwan,Steel,321145984,TWD,[]
8917.TWO,Hsin Tai Gas Co. Ltd.,Taiwan,Gas Utilities,162652000,TWD,[]
2114.TW,Hsin Yung Chien Co. Ltd.,Taiwan,Industrial Machinery and Supplies and Components,77991800,TWD,[]
2498.TW,HTC Corporation,Taiwan,Technology Hardware Storage and Peripherals,833126016,TWD,[]
6279.TWO,Hu Lane Associate Inc.,Taiwan,Automotive Parts and Equipment,99654000,TWD,[]
1608.TW,Hua Eng Wire & Cable Co. Ltd.,Taiwan,Electrical Components and Equipment,424209984,TWD,[]
2548.TW,Huaku Development Co. Ltd.,Taiwan,Real Estate Development,276639008,TWD,[]
2545.TW,Huang Hsiang Construction Corporation,Taiwan,Diversified Real Estate Activities,327735008,TWD,[]
145020.KQ,Hugel Inc.,South Korea,Biotechnology,12385455,KRW,[]
200670.KQ,Humedix Co. Ltd.,South Korea,Pharmaceuticals,11124569,KRW,[]
2534.TW,Hung Sheng Construction Ltd.,Taiwan,Real Estate Development,473000992,TWD,[]
243070.KQ,Huons Co. Ltd.,South Korea,Pharmaceuticals,11979665,KRW,[]
010690.KO,HWASHIN CO.Ltd,South Korea,Automotive Parts and Equipment,34920410,KRW,[]
013030.KQ,Hy-Lok Corporation,South Korea,Industrial Machinery and Supplies and Components,12856050,KRW,[]
298050.KO,Hyosung Advanced Materials Corporation,South Korea,Commodity Chemicals,4479948,KRW,[]
004800.KO,Hyosung Corporation,South Korea,Industrial Conglomerates,21071025,KRW,[]
298040.KO,Hyosung Heavy Industries Corporation,South Korea,Heavy Electrical Equipment,9324548,KRW,[]
298020.KO,Hyosung TNC Corporation,South Korea,Commodity Chemicals,4327682,KRW,[]
307950.KO,Hyundai Autoever Corporation,South Korea,IT Consulting and Other Services,27423982,KRW,[]
017800.KO,Hyundai Elevator Co. Ltd,South Korea,Industrial Machinery and Supplies and Components,39092385,KRW,[]
000720.KO,Hyundai Engineering & Construction Co. Ltd.,South Korea,Construction and Engineering,111355765,KRW,[]
126560.KO,Hyundai Futurenet Co. Ltd,South Korea,Specialty Chemicals,110202945,KRW,[]
005440.KO,Hyundai G.F. Holdings Co. Ltd.,South Korea,Trading Companies and Distributors,162399732,KRW,[]
453340.KO,Hyundai Green Food Co. Ltd,South Korea,Food Distributors,33880914,KRW,[]
001450.KO,Hyundai Marine & Fire Insurance Co. Ltd.,South Korea,Property and Casualty Insurance,89400000,KRW,[]
010620.KO,Hyundai Mipo Dockyard Co. Ltd.,South Korea,Construction Machinery and Heavy Transportation Equipment,39942149,KRW,[]
319400.KQ,HYUNDAI MOVEX Co. Ltd.,South Korea,Construction and Engineering,117437072,KRW,[]
064350.KO,Hyundai Rotem Company,South Korea,Construction Machinery and Heavy Transportation Equipment,109142293,KRW,[]
004020.KO,Hyundai Steel Company,South Korea,Steel,133445785,KRW,[]
011210.KO,HYUNDAI WIA Corporation,South Korea,Automotive Parts and Equipment,27195083,KRW,[]
099190.KQ,i-SENS Inc.,South Korea,Health Care Equipment,27518273,KRW,[]
6115.TW,I-Sheng Electric Wire & Cable Co. Ltd.,Taiwan,Electrical Components and Equipment,187662000,TWD,[]
8050.TWO,IBASE Technology Inc.,Taiwan,Technology Hardware Storage and Peripherals,185468992,TWD,[]
2889.TW,IBF Financial Holdings Co. Ltd.,Taiwan,Diversified Capital Markets,3447379968,TWD,[]
7630.TSE,Ichibanya Co. Ltd.,Japan,Restaurants,31905000,JPY,[]
2337.TSE,Ichigo Inc.,Japan,Real Estate Operating Companies,453388992,JPY,[]
7244.TSE,Ichikoh Industries Ltd.,Japan,Automotive Parts and Equipment,96155200,JPY,[]
6652.TSE,IDEC Corporation,Japan,Electrical Components and Equipment,29258500,JPY,[]
3022.TW,IEI Integration Corp.,Taiwan,Technology Hardware Storage and Peripherals,176598000,TWD,[]
9119.TSE,Iino Kaiun Kaisha Ltd.,Japan,Marine Transportation,105804000,JPY,[]
249420.KO,Ildong Pharmaceutical Co. Ltd.,South Korea,Pharmaceuticals,27677736,KRW,[]
103590.KO,Iljin Electric Co.Ltd,South Korea,Electrical Components and Equipment,37080390,KRW,[]
271940.KO,Iljin Hysolus Co. Ltd.,South Korea,Automotive Parts and Equipment,36313190,KRW,[]
9708.TSE,Imperial Hotel Ltd.,Japan,Hotels Resorts and Cruise Lines,118648000,JPY,[]
9934.TSE,Inaba Denki Sangyo Co.Ltd.,Japan,Trading Companies and Distributors,55877000,JPY,[]
8098.TSE,Inabata & Co.Ltd.,Japan,Trading Companies and Distributors,55842200,JPY,[]
6958.TWO,Infinite Finance Co. Ltd.,Taiwan,Specialized Finance,351193074,TWD,[]
2492.TSE,Infomart Corporation,Japan,Data Processing and Outsourced Services,226234000,JPY,[]
9338.TSE,Inforich Inc.,Japan,Specialized Consumer Services,9312900,JPY,[]
4812.TSE,Information Services International-Dentsu Ltd.,Japan,IT Consulting and Other Services,65068500,JPY,[]
4768.TWO,Ingentec Corporation,Taiwan,Specialty Chemicals,38772989,TWD,[]
214320.KO,Innocean Worldwide Inc.,South Korea,Advertising,20000000,KRW,[]
5289.TWO,Innodisk Corporation,Taiwan,Technology Hardware Storage and Peripherals,86666600,TWD,[]
6200.TSE,Insource Co. Ltd.,Japan,Human Resource and Employment Services,84194304,JPY,[]
060150.KQ,INSUN Environmental New Technology Co. Ltd.,South Korea,Environmental and Facilities Services,46563612,KRW,[]
4326.TSE,INTAGE HOLDINGS Inc.,Japan,Advertising,38073200,JPY,[]
9161.TSE,Integrated Design & Engineering HoldingsCo.Ltd.,Japan,Construction and Engineering,15079625,JPY,[]
2104.TW,International CSRC Investment Holdings Co. Ltd.,Taiwan,Commodity Chemicals,969998976,TWD,[]
3774.TSE,Internet Initiative Japan Inc.,Japan,Integrated Telecommunication Services,176768992,JPY,[]
119610.KQ,Interojo Inc.,South Korea,Health Care Supplies,13216478,KRW,[]
2356.TW,Inventec Corporation,Taiwan,Technology Hardware Storage and Peripherals,3587480064,TWD,[]
010780.KO,IS DongSeo Co. Ltd.,South Korea,Construction and Engineering,30892606,KRW,[]
4107.TSE,ISE Chemicals Corporation,Japan,Commodity Chemicals,5097600,JPY,[]
4028.TSE,Ishihara Sangyo KaishaLtd.,Japan,Diversified Chemicals,38140900,JPY,[]
9348.TSE,ispace inc.,Japan,Aerospace and Defense,81985840,JPY,[]
3660.TSE,istyle Inc.,Japan,Other Specialty Retail,76870000,JPY,[]
005950.KO,ISU Chemical Co. Ltd,South Korea,Commodity Chemicals,22722739,KRW,[]
457190.KO,ISU Specialty Chemical Co. Ltd.,South Korea,Specialty Chemicals,5598773,KRW,[]
3014.TW,ITE Tech. Inc,Taiwan,Semiconductors,161080000,TWD,[]
084850.KQ,ITM Semiconductor Co. Ltd.,South Korea,Semiconductors,22682934,KRW,[]
8133.TSE,Itochu Enex Co.Ltd.,Japan,Oil and Gas Refining and Marketing,112855000,JPY,[]
2692.TSE,ITOCHU-SHOKUHIN Co. Ltd.,Japan,Food Distributors,12687100,JPY,[]
2296.TSE,Itoham Yonekyu Holdings Inc.,Japan,Packaged Foods and Meats,56965700,JPY,[]
7972.TSE,Itoki Corporation,Japan,Office Services and Supplies,45282800,JPY,[]
8707.TSE,IwaiCosmo Holdings Inc.,Japan,Investment Banking and Brokerage,23488900,JPY,[]
6237.TSE,Iwaki Co. Ltd.,Japan,Industrial Machinery and Supplies and Components,21971500,JPY,[]
8088.TSE,Iwatani Corporation,Japan,Oil and Gas Storage and Transportation,57524500,JPY,[]
5830.TSE,Iyogin HoldingsInc.,Japan,Regional Banks,306447008,JPY,[]
2613.TSE,J-Oil Mills Inc.,Japan,Packaged Foods and Meats,33075900,JPY,[]
6869.TW,J&V Energy Technology Co. Ltd.,Taiwan,Renewable Electricity,116209078,TWD,[]
2124.TSE,JAC Recruitment Co. Ltd.,Japan,Human Resource and Employment Services,40383500,JPY,[]
7408.TSE,JAMCO Corporation,Japan,Aerospace and Defense,26824900,JPY,[]
9424.TSE,Japan Communications Inc.,Japan,Wireless Telecommunication Services,164994000,JPY,[]
6544.TSE,Japan Elevator Service Holdings Co.Ltd.,Japan,Diversified Support Services,89058400,JPY,[]
7172.TSE,Japan Investment Adviser Co. Ltd.,Japan,Specialized Finance,30190800,JPY,[]
7575.TSE,Japan Lifeline Co. Ltd.,Japan,Health Care Equipment,76270600,JPY,[]
1662.TSE,Japan Petroleum Exploration Co. Ltd.,Japan,Oil and Gas Exploration and Production,54226300,JPY,[]
8032.TSE,Japan Pulp and Paper Company Limited,Japan,Trading Companies and Distributors,13718600,JPY,[]
8511.TSE,Japan Securities Finance Co. Ltd.,Japan,Specialized Finance,86109296,JPY,[]
9310.TSE,Japan Transcity Corporation,Japan,Marine Transportation,63918000,JPY,[]
175330.KO,JB Financial Group Co. Ltd.,South Korea,Diversified Banks,196982894,KRW,[]
9889.TSE,JBCC Holdings Inc.,Japan,IT Consulting and Other Services,15730900,JPY,[]
4552.TSE,JCR Pharmaceuticals Co. Ltd.,Japan,Pharmaceuticals,124776000,JPY,[]
4975.TSE,JCU Corporation,Japan,Specialty Chemicals,25562600,JPY,[]
1887.TSE,JDC Corporation,Japan,Construction and Engineering,79578600,JPY,[]
418550.KQ,JEIO Co. Ltd.,South Korea,Construction and Engineering,31336273,KRW,[]
287410.KQ,Jeisys Medical Inc.,South Korea,Health Care Equipment,76469405,KRW,[]
3653.TW,Jentech Precision Industrial Co. Ltd,Taiwan,Semiconductors,138072992,TWD,[]
6951.TSE,JEOL Ltd.,Japan,Health Care Equipment,51061400,JPY,[]
6197.TW,Jess-link Products Co. Ltd.,Taiwan,Technology Hardware Storage and Peripherals,122086000,TWD,[]
216080.KQ,JETEMA Co. Ltd.,South Korea,Pharmaceuticals,17827259,KRW,[]
4832.TSE,JFE Systems Inc.,Japan,IT Consulting and Other Services,15705000,JPY,[]
1963.TSE,JGC Holdings Corporation,Japan,Construction and Engineering,240660992,JPY,[]
3046.TSE,JINS HOLDINGS Inc.,Japan,Other Specialty Retail,23340200,JPY,[]
6903.TWO,Jiu Han System Technology Co. Ltd.,Taiwan,Construction and Engineering,60600000,TWD,[]
322510.KQ,JLKInc.,South Korea,Health Care Technology,16167712,KRW,[]
4483.TSE,JMDC Inc.,Japan,Health Care Technology,63305400,JPY,[]
2644.TWO,Jong Shyn Shipbuilding Co. Ltd.,Taiwan,Construction Machinery and Heavy Transportation Equipment,79730581,TWD,[]
2540.TW,JSL Construction & Development Co. Ltd.,Taiwan,Real Estate Development,391607008,TWD,[]
7942.TSE,JSP Corporation,Japan,Commodity Chemicals,29808200,JPY,[]
4185.TSE,JSR Corporation,Japan,Specialty Chemicals,207586000,JPY,[]
6473.TSE,JTEKT Corporation,Japan,Automotive Parts and Equipment,342974016,JPY,[]
4485.TSE,JTOWER Inc.,Japan,Integrated Telecommunication Services,22033300,JPY,[]
7380.TSE,Juroku Financial GroupInc.,Japan,Regional Banks,36120600,JPY,[]
001060.KO,JW Pharmaceutical Corporation,South Korea,Pharmaceuticals,22835036,KRW,[]
053080.KQ,K-Ensol Co. Ltd.,South Korea,Construction and Engineering,12999807,KRW,[]
3003.TW,K.S. Terminals Inc.,Taiwan,Electrical Components and Equipment,155655008,TWD,[]
1663.TSE,K&O Energy Group Inc.,Japan,Gas Utilities,26599200,JPY,[]
9661.TSE,Kabuki-Za Co. Ltd.,Japan,Real Estate Operating Companies,12119900,JPY,[]
8154.TSE,Kaga Electronics Co.Ltd.,Japan,Technology Distributors,26261100,JPY,[]
2811.TSE,Kagome Co. Ltd.,Japan,Packaged Foods and Meats,86075200,JPY,[]
4521.TSE,Kaken Pharmaceutical Co. Ltd.,Japan,Pharmaceuticals,37473000,JPY,[]
2220.TSE,Kameda Seika Co.Ltd.,Japan,Packaged Foods and Meats,21083700,JPY,[]
8037.TSE,Kamei Corporation,Japan,Trading Companies and Distributors,33600300,JPY,[]
9364.TSE,Kamigumi Co. Ltd.,Japan,Marine Ports and Services,107326000,JPY,[]
9678.TSE,Kanamoto Co.Ltd.,Japan,Trading Companies and Distributors,36060500,JPY,[]
1942.TSE,Kandenko Co.Ltd.,Japan,Construction and Engineering,204350000,JPY,[]
4118.TSE,Kaneka Corporation,Japan,Commodity Chemicals,64893700,JPY,[]
8020.TSE,Kanematsu Corporation,Japan,Trading Companies and Distributors,83474200,JPY,[]
114190.KQ,KANGWON ENERGY Co.Ltd.,South Korea,Industrial Machinery and Supplies and Components,26123038,KRW,[]
4047.TSE,Kanto Denka Kogyo Co. Ltd.,Japan,Specialty Chemicals,57452900,JPY,[]
8996.TW,Kaori Heat Treatment Co. Ltd.,Taiwan,Industrial Machinery and Supplies and Components,89384096,TWD,[]
7421.TSE,Kappa Create Co. Ltd.,Japan,Restaurants,49337000,JPY,[]
3498.TSE,Kasumigaseki Capital Co.Ltd.,Japan,Renewable Electricity,8008350,JPY,[]
3001.TSE,Katakura Industries Co.Ltd.,Japan,Industrial Conglomerates,33155200,JPY,[]
8919.TSE,KATITAS CO. Ltd.,Japan,Real Estate Development,77733696,JPY,[]
9869.TSE,Kato Sangyo Co. Ltd.,Japan,Food Distributors,33625000,JPY,[]
3443.TSE,Kawada Technologies Inc.,Japan,Construction and Engineering,5896070,JPY,[]
7012.TSE,Kawasaki Heavy Industries Ltd.,Japan,Industrial Machinery and Supplies and Components,167482000,JPY,[]
344820.KO,KCC GLASS Corporation,South Korea,Building Products,15970512,KRW,[]
2546.TW,Kedge Construction Co. Ltd.,Taiwan,Construction and Engineering,120722000,TWD,[]
6655.TW,Keding Enterprises Co. Ltd.,Taiwan,Forest Products,69723000,TWD,[]
6036.TSE,KeePer Technical Laboratory Co. Ltd.,Japan,Specialty Chemicals,27280200,JPY,[]
9045.TSE,Keihan Holdings Co. Ltd.,Japan,Industrial Conglomerates,107205000,JPY,[]
8818.TSE,Keihanshin Building Co. Ltd.,Japan,Real Estate Operating Companies,48975000,JPY,[]
9006.TSE,Keikyu Corporation,Japan,Rail Transportation,275281984,JPY,[]
9008.TSE,Keio Corporation,Japan,Rail Transportation,122110000,JPY,[]
9009.TSE,Keisei Electric Railway Co. Ltd.,Japan,Rail Transportation,167483008,JPY,[]
2106.TW,Kenda Rubber Industrial Co. Ltd.,Taiwan,Tires and Rubber,954889984,TWD,[]
6125.TWO,Kenmec Mechanical Engineering Co. Ltd.,Taiwan,Industrial Machinery and Supplies and Components,248076992,TWD,[]
052690.KO,KEPCO Engineering & Construction Company Inc.,South Korea,Construction and Engineering,38220000,KRW,[]
051600.KO,KEPCO Plant Service & Engineering Co.Ltd.,South Korea,Diversified Support Services,45000000,KRW,[]
2608.TW,Kerry TJ Logistics Company Limited,Taiwan,Air Freight and Logistics,467000000,TWD,[]
2809.TSE,Kewpie Corporation,Japan,Packaged Foods and Meats,139004000,JPY,[]
2594.TSE,Key Coffee Inc.,Japan,Packaged Foods and Meats,21412300,JPY,[]
9873.TSE,KFC Holdings Japan Ltd.,Japan,Restaurants,22345400,JPY,[]
001390.KO,KG Chemical Corporation,South Korea,Fertilizers and Agricultural Chemicals,68469040,KRW,[]
016380.KO,KG Dongbu Steel Co.Ltd.,South Korea,Steel,100008897,KRW,[]
151860.KQ,KG Eco Technology Services Co. Ltd.,South Korea,Independent Power Producers and Energy Traders,36000000,KRW,[]
003620.KO,KG Mobility Corp.,South Korea,Automobile Manufacturers,186956024,KRW,[]
4189.TSE,KH Neochem Co. Ltd.,Japan,Commodity Chemicals,37063500,JPY,[]
3465.TSE,Ki-Star Real Estate Co.Ltd,Japan,Homebuilding,15757300,JPY,[]
1944.TSE,Kinden Corporation,Japan,Construction and Engineering,203124000,JPY,[]
2520.TW,Kindom Development Co. Ltd.,Taiwan,Real Estate Development,553169984,TWD,[]
2059.TW,King Slide Works Co. Ltd.,Taiwan,Technology Hardware Storage and Peripherals,95297000,TWD,[]
2449.TW,King Yuan Electronics Co. Ltd.,Taiwan,Semiconductors,1222739968,TWD,[]
2809.TW,King's Town Bank,Taiwan,Diversified Banks,1111229952,TWD,[]
2524.TW,King's Town Construction Co. Ltd.,Taiwan,Real Estate Development,369419008,TWD,[]
1560.TW,Kinik Company,Taiwan,Industrial Machinery and Supplies and Components,144104992,TWD,[]
2312.TW,Kinpo Electronics Inc.,Taiwan,Technology Hardware Storage and Peripherals,1477100032,TWD,[]
093320.KQ,KINX Inc.,South Korea,Alternative Carriers,4880000,KRW,[]
8160.TSE,Kisoji Co. Ltd.,Japan,Restaurants,28161600,JPY,[]
4547.TSE,Kissei Pharmaceutical Co. Ltd.,Japan,Pharmaceuticals,45800900,JPY,[]
002240.KO,Kiswire Ltd.,South Korea,Steel,25000000,KRW,[]
6498.TSE,KITZ Corporation,Japan,Industrial Machinery and Supplies and Components,89622704,JPY,[]
039490.KO,Kiwoom Securities Co. Ltd.,South Korea,Investment Banking and Brokerage,26226706,KRW,[]
4097.TSE,Koatsu Gas Kogyo Co. Ltd.,Japan,Industrial Gases,55204000,JPY,[]
5406.TSE,Kobe Steel Ltd.,Japan,Steel,394913984,JPY,[]
7504.TSE,Kohsoku Corporation,Japan,Paper and Plastic Packaging Products and Materials,19329200,JPY,[]
2226.TSE,KOIKE-YA Inc.,Japan,Packaged Foods and Meats,5334020,JPY,[]
120110.KO,Kolon Industries Inc.,South Korea,Commodity Chemicals,27519091,KRW,[]
3543.TSE,KOMEDA Holdings Co. Ltd.,Japan,Restaurants,45818000,JPY,[]
2780.TSE,Komehyo Holdings Co.Ltd.,Japan,Other Specialty Retail,10956400,JPY,[]
041960.KQ,Komipharm International Co. Ltd.,South Korea,Pharmaceuticals,70604464,KRW,[]
6349.TSE,Komori Corporation,Japan,Industrial Machinery and Supplies and Components,53105500,JPY,[]
4902.TSE,Konica Minolta Inc.,Japan,Technology Hardware Storage and Peripherals,494097984,JPY,[]
4956.TSE,Konishi Co. Ltd.,Japan,Commodity Chemicals,33457600,JPY,[]
9025.TSE,Konoike Transport Co.Ltd.,Japan,Air Freight and Logistics,52990600,JPY,[]
025540.KO,Korea Electric Terminal Co. Ltd.,South Korea,Electrical Components and Equipment,10415000,KRW,[]
029960.KQ,Korea Environment Technology Co. LTD.,South Korea,Environmental and Facilities Services,50000000,KRW,[]
071050.KO,Korea Investment Holdings Co. Ltd.,South Korea,Investment Banking and Brokerage,55725992,KRW,[]
005880.KO,Korea Line Corporation,South Korea,Marine Transportation,319177460,KRW,[]
006650.KO,Korea Petrochemical Ind. Co. Ltd.,South Korea,Commodity Chemicals,6500000,KRW,[]
034950.KQ,Korea Ratings Co. Ltd.,South Korea,Financial Exchanges and Data,4540514,KRW,[]
009540.KO,Korea Shipbuilding & Offshore Engineering Co. Ltd.,South Korea,Construction Machinery and Heavy Transportation Equipment,70773116,KRW,[]
033270.KO,Korea United Pharm Inc.,South Korea,Pharmaceuticals,16244822,KRW,[]
003690.KO,Korean Reinsurance Company,South Korea,Reinsurance,140822939,KRW,[]
