date,KRW,JPY,TWD,352820.KO,253450.KQ,035760.KQ,035900.KQ,041510.KQ,047820.KQ,079160.KO,122870.KQ,054780.KQ,067160.KQ,182360.KQ,289220.KQ,206560.KQ,048550.KQ,241840.KQ,086980.KQ,160550.KQ,043610.KQ,048910.KQ,046390.KQ,200350.KQ,046140.KQ,389140.KQ,003560.KO,104200.KQ,share_price_usd,kpop
2023-07-07,1298.365,142.085,31.274,286000,49200,62900,130800,105500,,8700,78300,6580,71000,23400,13880,9820,2350,16160,3725,6850,3730,15070,2220,17440,6380,10860,239,5030,,
2023-07-10,1299.805,141.315,31.356,267000,49000,63500,128100,106600,,9000,75300,6740,69100,22750,13720,9590,2360,16800,3780,6900,3755,15070,2220,17410,6130,11030,239,5600,,
2023-07-11,1291.87,140.385,31.318,270000,50000,66400,134300,117100,,9390,78900,6900,70600,23750,14000,9720,2440,16760,3760,7160,3755,15150,2265,17190,6100,11180,239,5460,,
2023-07-12,1274.795,138.505,31.151,263000,51100,68100,135000,122700,,9310,74300,6980,71200,24450,13660,9590,2480,16650,3815,7140,3775,15350,2260,16860,6110,11000,239,5300,,
2023-07-13,1267.155,138.045,30.943,259000,51500,68000,132100,121000,,9250,74300,8090,72000,23700,15780,10850,2805,17270,3930,7960,3665,15470,2310,17200,5960,12050,239,5310,,
2023-07-14,1269.305,138.745,30.965,256500,51100,67300,127100,117900,,9300,71700,7600,71700,21900,14890,10330,2645,16970,3885,7600,3665,15400,2260,16740,5850,12330,239,5280,,
2023-07-17,1263.72,138.73,31.03,264500,52500,66700,124000,116600,,9640,73200,7830,70400,21850,15060,10510,2680,16710,3790,7670,3690,15000,2245,16680,5850,11970,239,5280,,
2023-07-18,1265.32,138.825,31.0005,264500,51600,65000,126000,116800,,9370,73100,8020,69100,21650,14570,10110,2645,16340,3675,7380,3690,14670,2190,16150,5850,11500,239,5100,,
2023-07-19,1267.94,139.685,31.105,263500,51500,65400,128700,118000,,9550,73200,8090,67900,21800,14320,9920,2560,16050,3610,7990,3615,14270,2170,15950,5900,11500,239,5100,,
2023-07-20,1277.53,140.08,31.1575,269000,50900,65500,133600,122400,,9740,73700,8190,68900,21800,14250,9850,2560,15650,3575,8070,3725,14460,2180,16050,5870,11950,239,5110,,
2023-07-21,1286.645,141.805,31.337,256500,51200,66000,132700,118400,,10900,72000,7990,68300,21050,14080,9760,2470,15350,3605,8030,3745,14440,2120,16000,5870,12120,,5060,,
